numero_ordre,cooperative,code_plantation,code_producteur,autres_codes,superficie_cacao_ha,rendement_kg_ha,estimation_kg,variete_cacao,gerant,nom_gerant,latitude,longitude,donnees_polygonales
58,A,FT/084-B141-P001,FT/084-B141,,4.726,674.989420228523,3190,Tout Venant,Non,,6.379469,-5.2647048,
59,A,FT/084-B4798-P001,FT/084-B4798,,6.76,675.0,4563,Tout Venant,Non,,6.3941809,-5.2476161,
60,A,FT/084-A1775-P001,FT/084-A1775,,7.741,674.9773931016665,5225,Tout Venant,Non,,6.3467483,-5.0832938,
61,A,FT/084-A1776-P001,FT/084-A1776,,3.15,674.9206349206349,2126,Tout Venant,Non,,6.3287245,-5.0855355,
62,A,FT/084-B1887-P001,FT/084-B1887,,1.86,676.3440860215053,1258,Tout Venant,Non,,6.4120747,-5.0987871,
63,A,FT/084-B2707-P001,FT/084-B2707,,2.02,674.7524752475248,1363,Tout Venant,Non,,6.3915013,-5.0906271,
64,A,FT/084-B2721-P001,FT/084-B2721,,6.872,674.9126891734575,4638,Tout Venant,Non,,6.3561237,-5.1406981,
65,A,FT/084-B4839-P001,FT/084-B4839,,1.94,674.7422680412371,1309,Tout Venant,Non,,6.4016858,-5.1064297,
66,A,FT/084-B4849-P001,FT/084-B4849,,1.66,674.6987951807229,1120,Tout Venant,Non,,6.3962719,-5.0981687,
67,A,FT/084-D752-P001,FT/084-D752,,1.91,676.9633507853404,1293,Tout Venant,Non,,6.3297638,-5.0828287,
68,A,FT/084-B2460-P001,FT/084-B2460,,1.82,678.021978021978,1234,Tout Venant,Non,,6.3406212,-5.0784162,
69,A,FT/084-G4973-P001,FT/084-G4973,,1.37,674.4525547445255,924,Tout Venant,Non,,6.3395592,-5.1335309,
70,A,FT/084-G2201-P001,FT/084-G2201,,3.3,674.8484848484849,2227,Tout Venant,Non,,6.3215432,-5.1390976,
71,A,FT/084-G2207-P001,FT/084-G2207,,1.21,677.6859504132232,820,Tout Venant,Non,,6.3150464,-5.1489347,
72,A,FT/084-G2351-P001,FT/084-G2351,,2.9,674.8275862068966,1957,Tout Venant,Non,,6.3139177,-5.1097327,
73,A,FT/084-G2353-P001,FT/084-G2353,,2.1,674.7619047619047,1417,Tout Venant,Non,,6.3102065,-5.1077281,
74,A,FT/084-G2357-P001,FT/084-G2357,,1.99,677.3869346733668,1348,Tout Venant,Non,,6.3304,-5.1427103,
75,A,FT/084-G2358-P001,FT/084-G2358,,5.5,674.9090909090909,3712,Tout Venant,Non,,6.3182746,-5.1382131,
76,A,FT/084-G2584-P001,FT/084-G2584,,1.95,674.8717948717949,1316,Tout Venant,Non,,6.3107844,-5.1160154,
77,A,FT/084-G2587-P001,FT/084-G2587,,2.2,675.0,1485,Tout Venant,Non,,6.3258625,-5.1148885,
78,A,FT/084-G2590-P001,FT/084-G2590,,3.5,674.8571428571429,2362,Tout Venant,Non,,6.3192077,-5.0972019,
79,A,FT/084-G2593-P001,FT/084-G2593,,3.018,674.9502982107356,2037,Tout Venant,Non,,6.3118057,-5.1158259,
80,A,FT/084-G2602-P001,FT/084-G2602,,5.39,674.9536178107608,3638,Tout Venant,Non,,6.3095053,-5.1087047,
81,A,FT/084-G2607-P001,FT/084-G2607,,1.03,674.757281553398,695,Tout Venant,Non,,6.3187285,-5.1471456,
82,A,FT/084-G2668-P001,FT/084-G2668,,1.6,675.0,1080,Tout Venant,Non,,6.3300334,-5.1237051,
83,A,FT/084-G2675-P001,FT/084-G2675,,2.1,674.7619047619047,1417,Tout Venant,Non,,6.3101019,-5.1142663,
84,A,FT/084-G2678-P001,FT/084-G2678,,1.2,675.0,810,Tout Venant,Non,,6.3228034,-5.1250253,
85,A,FT/084-G2679-P001,FT/084-G2679,,1.78,674.7191011235955,1201,Tout Venant,Non,,6.3081614,-5.1151709,
86,A,FT/084-G2682-P001,FT/084-G2682,,2.2,675.0,1485,Tout Venant,Non,,6.3318051,-5.1213442,
87,A,FT/084-G2685-P001,FT/084-G2685,,1.56,677.5641025641025,1057,Tout Venant,Non,,6.303746,-5.1116602,
88,A,FT/084-G2690-P001,FT/084-G2690,,1.2,675.0,810,Tout Venant,Non,,6.3346296,-5.1197179,
89,A,FT/084-G2697-P001,FT/084-G2697,,1.6,675.0,1080,Tout Venant,Non,,6.324353,-5.1242665,
90,A,FT/084-G2701-P001,FT/084-G2701,,1.83,674.8633879781421,1235,Tout Venant,Non,,6.3198403,-5.1317256,
91,A,FT/084-G2702-P001,FT/084-G2702,,1.69,674.5562130177515,1140,Tout Venant,Non,,6.2984342,-5.1126648,
92,A,FT/084-G4993-P001,FT/084-G4993,,1.97,674.6192893401015,1329,Tout Venant,Non,,6.3188486,-5.1360985,
93,A,FT/084-G1291-P001,FT/084-G1291,,2.267,674.9007498897221,1530,Tout Venant,Non,,6.3777501,-5.149204,
94,A,FT/084-G1296-P001,FT/084-G1296,,1.64,675.0,1107,Tout Venant,Non,,6.3786083,-5.1390447,
95,A,FT/084-G1297-P001,FT/084-G1297,,2.53,674.703557312253,1707,Tout Venant,Non,,6.3772152,-5.1485019,
96,A,FT/084-G1304-P001,FT/084-G1304,,1.47,674.8299319727892,992,Tout Venant,Non,,6.3761693,-5.1395126,
97,A,FT/084-G1319-P001,FT/084-G1319,,1.4,675.0,945,Tout Venant,Non,,6.3774428,-5.1466296,
98,A,FT/084-G2023-P001,FT/084-G2023,,3.36,675.0,2268,Tout Venant,Non,,6.3779234,-5.1473882,
99,A,FT/084-G2024-P001,FT/084-G2024,,3.01,674.7508305647841,2031,Tout Venant,Non,,6.3754368,-5.1314966,
100,A,FT/084-G2443-P001,FT/084-G2443,,4.51,674.9445676274945,3044,Tout Venant,Non,,6.381304,-5.131914,
101,A,FT/084-G2449-P001,FT/084-G2449,,3.25,674.7692307692307,2193,Tout Venant,Non,,6.373806,-5.1327583,
102,A,FT/084-G2450-P001,FT/084-G2450,,1.54,674.6753246753246,1039,Tout Venant,Non,,6.3822273,-5.1304485,
103,A,FT/084-G2462-P001,FT/084-G2462,,1.26,674.6031746031746,850,Tout Venant,Non,,6.3813211,-5.1293086,
104,A,FT/084-G2474-P001,FT/084-G2474,,1.67,677.245508982036,1131,Tout Venant,Non,,6.3793041,-5.1294715,
105,A,FT/084-G2963-P001,FT/084-G2963,,5.473,674.9497533345515,3694,Tout Venant,Non,,6.3806967,-5.1305366,
106,A,FT/084-G5034-P001,FT/084-G5034,,1.18,674.5762711864407,796,Tout Venant,Non,,6.391697,-5.135556,
107,A,FT/084-G5038-P001,FT/084-G5038,,3.61,674.792243767313,2436,Tout Venant,Non,,6.3775656,-5.1451746,
108,A,FT/084-G5044-P001,FT/084-G5044,,1.94,674.7422680412371,1309,Tout Venant,Non,,6.3872782,-5.1471384,
109,A,FT/084-G5045-P001,FT/084-G5045,,1.47,674.8299319727892,992,Tout Venant,Non,,6.4069845,-5.1662905,
110,A,FT/084-D700-P001,FT/084-D700,,1.64,675.609756097561,1108,Tout Venant,Non,,6.4274605,-5.1800609,
111,A,FT/084-D708-P001,FT/084-D708,,1.98,676.2626262626262,1339,Tout Venant,Non,,6.4292661,-5.1764398,
112,A,FT/084-D723-P001,FT/084-D723,,1.46,677.3972602739726,989,Tout Venant,Non,,6.4312356,-5.1765969,
113,A,FT/084-D724-P001,FT/084-D724,,2.814,674.8400852878465,1899,Tout Venant,Non,,6.444019,-5.1790109,
114,A,FT/084-D739-P001,FT/084-D739,,1.65,675.7575757575758,1115,Tout Venant,Non,,6.421751,-5.1863107,
115,A,FT/084-G2752-P001,FT/084-G2752,,1.12,674.9999999999999,756,Tout Venant,Non,,6.3982985,-5.1484198,
116,A,FT/084-G406-P001,FT/084-G406,,1.81,674.585635359116,1221,Tout Venant,Non,,6.4252879,-5.1678556,
117,A,FT/084-G638-P001,FT/084-G638,,1.33,678.9473684210526,903,Tout Venant,Non,,6.4072028,-5.1424631,
118,A,FT/084-K5078-P001,FT/084-K5078,,1.08,675.0,729,Tout Venant,Non,,6.7346266,-5.0936319,
119,A,FT/084-K5081-P001,FT/084-K5081,,1.98,674.7474747474747,1336,Tout Venant,Non,,6.7492897,-5.078685,
120,A,FT/084-K5082-P001,FT/084-K5082,,1.21,674.3801652892562,816,Tout Venant,Non,,6.7487575,-5.0789532,
121,A,FT/084-K5086-P001,FT/084-K5086,,1.63,674.8466257668712,1100,Tout Venant,Non,,6.7516968,-5.0831638,
122,A,FT/084-K5087-P001,FT/084-K5087,,1.14,674.561403508772,769,Tout Venant,Non,,6.7482526,-5.0784858,
123,A,FT/084-K5089-P001,FT/084-K5089,,1.44,675.0,972,Tout Venant,Non,,6.7353606,-5.0942713,
124,A,FT/084-K5092-P001,FT/084-K5092,,1.61,674.5341614906832,1086,Tout Venant,Non,,6.7361428,-5.0981616,
125,A,FT/084-K003-P001,FT/084-K003,,3.026,674.818241903503,2042,Tout Venant,Non,,6.4452485,-5.301894,
126,A,FT/084-K006-P001,FT/084-K006,,12.711,674.9272283848635,8579,Tout Venant,Non,,6.4482647,-5.2968033,
127,A,FT/084-K010-P001,FT/084-K010,,1.34,674.6268656716418,904,Tout Venant,Non,,6.4473871,-5.2990335,
128,A,FT/084-K011-P001,FT/084-K011,,1.19,674.7899159663866,803,Tout Venant,Non,,6.448411,-5.3006724,
129,A,FT/084-K014-P001,FT/084-K014,,2.524,674.7226624405705,1703,Tout Venant,Non,,6.4421094,-5.2903455,
130,A,FT/084-K015-P001,FT/084-K015,,6.899,674.8804174518046,4656,Tout Venant,Non,,6.4490254,-5.2965557,
131,A,FT/084-K016-P001,FT/084-K016,,5.124,674.8633879781421,3458,Tout Venant,Non,,6.4922008,-5.289099,
132,A,FT/084-K018-P001,FT/084-K018,,1.32,675.0,891,Tout Venant,Non,,6.448769,-5.2971968,
133,A,FT/084-K023-P001,FT/084-K023,,2.59,674.903474903475,1748,Tout Venant,Non,,6.449052,-5.3092536,
134,A,FT/084-K026-P001,FT/084-K026,,1.29,674.4186046511628,870,Tout Venant,Non,,6.4470925,-5.2986226,
135,A,FT/084-K259-P001,FT/084-K259,,2.327,674.6884400515686,1570,Tout Venant,Non,,6.5230325,-5.2998563,
136,A,FT/084-K358-P001,FT/084-K358,,3.26,674.8466257668712,2200,Tout Venant,Non,,6.5219477,-5.2987694,
137,A,FT/084-K361-P001,FT/084-K361,,1.6,675.0,1080,Tout Venant,Non,,6.5213535,-5.2981018,
138,A,FT/084-K362-P001,FT/084-K362,,1.55,674.8387096774194,1046,Tout Venant,Non,,6.5142727,-5.2923199,
139,A,FT/084-K363-P001,FT/084-K363,,1.61,675.776397515528,1088,Tout Venant,Non,,6.5140254,-5.2916003,
140,A,FT/084-K366-P001,FT/084-K366,,11.818,674.9873074970384,7977,Tout Venant,Non,,6.5134541,-5.2909214,
141,A,FT/084-K367-P001,FT/084-K367,,2.838,674.7709654686398,1915,Tout Venant,Non,,6.5118014,-5.2914902,
142,A,FT/084-K368-P001,FT/084-K368,,5.715,674.8906386701663,3857,Tout Venant,Non,,6.4953179,-5.2910791,
143,A,FT/084-K369-P001,FT/084-K369,,1.57,674.5222929936306,1059,Tout Venant,Non,,6.4897582,-5.2918419,
144,A,FT/084-K372-P001,FT/084-K372,,13.334,674.9662516874156,9000,Tout Venant,Non,,6.4889105,-5.2914308,
145,A,FT/084-K373-P001,FT/084-K373,,1.98,677.2727272727273,1341,Tout Venant,Non,,6.4935536,-5.2922161,
146,A,FT/084-K374-P001,FT/084-K374,,2.577,674.8156771439659,1739,Tout Venant,Non,,6.4962922,-5.2939034,
147,A,FT/084-K376-P001,FT/084-K376,,2.002,674.8251748251749,1351,Tout Venant,Non,,6.5031026,-5.2970738,
148,A,FT/084-K379-P001,FT/084-K379,,3.46,674.8554913294798,2335,Tout Venant,Non,,6.5037858,-5.2956808,
149,A,FT/084-K380-P001,FT/084-K380,,3.674,674.7414262384323,2479,Tout Venant,Non,,6.5040944,-5.2939427,
150,A,FT/084-K381-P001,FT/084-K381,,4.695,674.9733759318424,3169,Tout Venant,Non,,6.5065143,-5.2921063,
151,A,FT/084-K382-P001,FT/084-K382,,4.227,674.9467707594038,2853,Tout Venant,Non,,6.5063232,-5.2926429,
152,A,FT/084-K383-P001,FT/084-K383,,12.369,674.9939364540384,8349,Tout Venant,Non,,6.5078981,-5.2935474,
153,A,FT/084-K384-P001,FT/084-K384,,1.53,674.5098039215686,1032,Tout Venant,Non,,6.5043952,-5.2932685,
154,A,FT/084-K388-P001,FT/084-K388,,4.911,674.8116473223376,3314,Tout Venant,Non,,6.5223038,-5.2992397,
155,A,FT/084-K395-P001,FT/084-K395,,1.46,674.6575342465753,985,Tout Venant,Non,,6.4451915,-5.3029631,
156,A,FT/084-K801-P001,FT/084-K801,,7.769,674.9903462479083,5244,Tout Venant,Non,,6.4375435,-5.309697,
157,A,FT/084-K803-P001,FT/084-K803,,1.14,674.561403508772,769,Tout Venant,Non,,6.4583705,-5.3080873,
158,A,FT/084-K1104-P001,FT/084-K1104,,1.65,676.969696969697,1117,Tout Venant,Non,,6.711544,-5.0986001,
159,A,FT/084-K1111-P001,FT/084-K1111,,1.2,678.3333333333334,814,Tout Venant,Non,,6.7065125,-5.0971599,
160,A,FT/084-K1116-P001,FT/084-K1116,,1.93,674.6113989637306,1302,Tout Venant,Non,,6.6874757,-5.108624,
161,A,FT/084-K1118-P001,FT/084-K1118,,1.07,675.7009345794393,723,Tout Venant,Non,,6.7123201,-5.1028135,
162,A,FT/084-K1121-P001,FT/084-K1121,,1.28,676.5625,866,Tout Venant,Non,,6.7134178,-5.1018389,
163,A,FT/084-K1126-P001,FT/084-K1126,,1.97,675.6345177664974,1331,Tout Venant,Non,,6.7125353,-5.1031392,
164,A,FT/084-K1188-P001,FT/084-K1188,,1.88,675.0,1269,Tout Venant,Non,,6.7149573,-5.1014383,
165,A,FT/084-K1218-P001,FT/084-K1218,,1.009,674.9256689791874,681,Tout Venant,Non,,6.7184595,-5.1003405,
166,A,FT/084-K1491-P001,FT/084-K1491,,1.11,675.6756756756756,750,Tout Venant,Non,,6.7148771,-5.1007883,
167,A,FT/084-K1540-P001,FT/084-K1540,,1.56,675.0,1053,Tout Venant,Non,,6.7184302,-5.0984697,
168,A,FT/084-K464-P001,FT/084-K464,,1.5,674.6666666666666,1012,Tout Venant,Non,,6.7136401,-5.0977727,
169,A,FT/084-K1352-P001,FT/084-K1352,,1.5,674.6666666666666,1012,Tout Venant,Non,,6.4162118,-5.1872905,
170,A,FT/084-K1361-P001,FT/084-K1361,,4.638,674.8598533850798,3130,Tout Venant,Non,,6.409353,-5.1975945,
171,A,FT/084-K1362-P001,FT/084-K1362,,2.467,674.908796108634,1665,Tout Venant,Non,,6.4100696,-5.1930541,
172,A,FT/084-K1364-P001,FT/084-K1364,,1.4,675.0,945,Tout Venant,Non,,6.4159269,-5.177977,
173,A,FT/084-K1370-P001,FT/084-K1370,,1.51,674.8344370860927,1019,Tout Venant,Non,,6.4272972,-5.2061328,
174,A,FT/084-K1371-P001,FT/084-K1371,,2.3,674.7826086956522,1552,Tout Venant,Non,,6.4319513,-5.2095297,
175,A,FT/084-K1372-P001,FT/084-K1372,,2.165,674.8267898383372,1461,Tout Venant,Non,,6.4099276,-5.1999487,
176,A,FT/084-K188-P001,FT/084-K188,,1.41,676.5957446808511,954,Tout Venant,Non,,6.4244444,-5.1849688,
177,A,FT/084-K1916-P001,FT/084-K1916,,1.33,678.9473684210526,903,Tout Venant,Non,,6.4200458,-5.1851423,
178,A,FT/084-K198-P001,FT/084-K198,,1.2,675.0,810,Tout Venant,Non,,6.4085273,-5.1867824,
179,A,FT/084-K220-P001,FT/084-K220,,1.22,674.5901639344263,823,Tout Venant,Non,,6.4196809,-5.1900265,
180,A,FT/084-K227-P001,FT/084-K227,,1.5,674.6666666666666,1012,Tout Venant,Non,,6.4041061,-5.1956909,
181,A,FT/084-K234-P001,FT/084-K234,,1.9,674.7368421052632,1282,Tout Venant,Non,,6.4109186,-5.1934896,
182,A,FT/084-K238-P001,FT/084-K238,,1.86,674.7311827956989,1255,Tout Venant,Non,,6.4251359,-5.1856706,
183,A,FT/084-K258-P001,FT/084-K258,,3.1,674.8387096774194,2092,Tout Venant,Non,,6.4081516,-5.1944255,
184,A,FT/084-K2595-P001,FT/084-K2595,,1.3,675.3846153846154,878,Tout Venant,Non,,6.4116955,-5.1916258,
185,A,FT/084-K260-P001,FT/084-K260,,1.23,674.7967479674796,830,Tout Venant,Non,,6.4128917,-5.1911697,
186,A,FT/084-K276-P001,FT/084-K276,,1.06,677.3584905660377,718,Tout Venant,Non,,6.4195067,-5.1888161,
187,A,FT/084-K280-P001,FT/084-K280,,2.121,674.6817538896747,1431,Tout Venant,Non,,6.4264343,-5.1971864,
188,A,FT/084-K285-P001,FT/084-K285,,1.6,675.0,1080,Tout Venant,Non,,6.403626,-5.2055221,
189,A,FT/084-K718-P001,FT/084-K718,,1.7,674.7058823529412,1147,Tout Venant,Non,,6.427575,-5.1946607,
190,A,FT/084-K833-P001,FT/084-K833,,1.6,675.0,1080,Tout Venant,Non,,6.3990913,-5.1784912,
191,A,FT/084-L931-P001,FT/084-L931,,1.58,674.6835443037975,1066,Tout Venant,Non,,6.4728251,-5.1422451,
192,A,FT/084-L932-P001,FT/084-L932,,2.336,674.6575342465754,1576,Tout Venant,Non,,6.482723,-5.1394358,
193,A,FT/084-L935-P001,FT/084-L935,,3.604,674.8057713651498,2432,Tout Venant,Non,,6.4719893,-5.141974,
194,A,FT/084-L936-P001,FT/084-L936,,1.04,678.8461538461538,706,Tout Venant,Non,,6.4814672,-5.132126,
195,A,FT/084-L940-P001,FT/084-L940,,3.306,674.8336358136721,2231,Tout Venant,Non,,6.482553,-5.1378911,
196,A,FT/084-L943-P001,FT/084-L943,,1.49,678.5234899328859,1011,Tout Venant,Non,,6.4778253,-5.1387304,
197,A,FT/084-L950-P001,FT/084-L950,,1.05,678.0952380952381,712,Tout Venant,Non,,6.4735737,-5.1424734,
198,A,FT/084-L951-P001,FT/084-L951,,5.198,674.8749519045787,3508,Tout Venant,Non,,6.4770944,-5.1381306,
199,A,FT/084-L953-P001,FT/084-L953,,2.478,674.7376916868442,1672,Tout Venant,Non,,6.4741249,-5.1406631,
200,A,FT/084-L961-P001,FT/084-L961,,1.81,674.585635359116,1221,Tout Venant,Non,,6.4820465,-5.1385545,
201,A,FT/084-N3021-P001,FT/084-N3021,,2.939,674.7192922762845,1983,Tout Venant,Non,,6.3463555,-5.0938994,
202,A,FT/084-N3024-P001,FT/084-N3024,,1.01,678.2178217821782,685,Tout Venant,Non,,6.3469957,-5.1004646,
203,A,FT/084-N3026-P001,FT/084-N3026,,1.56,676.9230769230769,1056,Tout Venant,Non,,6.340536,-5.1094827,
204,A,FT/084-N2874-P001,FT/084-N2874,,1.9,674.7368421052632,1282,Tout Venant,Non,,6.343605,-5.1297135,
205,A,FT/084-N2883-P001,FT/084-N2883,,1.45,675.8620689655172,980,Tout Venant,Non,,6.3538822,-5.1033111,
206,A,FT/084-Y456-P001,FT/084-Y456,,1.5,674.6666666666666,1012,Tout Venant,Non,,6.3597347,-5.1075947,
207,A,FT/084-Y474-P001,FT/084-Y474,,2.0,675.0,1350,Tout Venant,Non,,6.3648793,-5.1167765,
208,A,FT/084-Y512-P001,FT/084-Y512,,2.637,674.6302616609784,1779,Tout Venant,Non,,6.3720389,-5.1200181,
209,A,FT/084-N2876-P001,FT/084-N2876,,1.03,674.757281553398,695,Tout Venant,Non,,6.3372575,-5.1357468,
210,A,FT/084-N1549-P001,FT/084-N1549,,1.69,675.1479289940829,1141,Tout Venant,Non,,6.2737823,-5.1039074,
211,A,FT/084-N1550-P001,FT/084-N1550,,4.3,674.8837209302326,2902,Tout Venant,Non,,6.2783111,-5.1144697,
212,A,FT/084-N1553-P001,FT/084-N1553,,1.86,676.8817204301075,1259,Tout Venant,Non,,6.2861736,-5.1161271,
213,A,FT/084-N1556-P001,FT/084-N1556,,3.843,674.9934946656258,2594,Tout Venant,Non,,6.2820642,-5.1164964,
214,A,FT/084-N1563-P001,FT/084-N1563,,3.6,675.0,2430,Tout Venant,Non,,6.2772944,-5.1091069,
215,A,FT/084-N1564-P001,FT/084-N1564,,1.5,674.6666666666666,1012,Tout Venant,Non,,6.2720577,-5.1094806,
216,A,FT/084-N1565-P001,FT/084-N1565,,2.7,674.8148148148148,1822,Tout Venant,Non,,6.2653099,-5.1152537,
217,A,FT/084-N1566-P001,FT/084-N1566,,1.56,676.2820512820513,1055,Tout Venant,Non,,6.2915168,-5.109084,
218,A,FT/084-N1572-P001,FT/084-N1572,,2.807,674.7417171357321,1894,Tout Venant,Non,,6.2911529,-5.1144528,
219,A,FT/084-N1573-P001,FT/084-N1573,,2.213,674.6497966561229,1493,Tout Venant,Non,,6.2840851,-5.1116223,
220,A,FT/084-N1574-P001,FT/084-N1574,,1.26,678.5714285714286,855,Tout Venant,Non,,6.2596852,-5.1033525,
221,A,FT/084-N1576-P001,FT/084-N1576,,1.09,677.9816513761467,739,Tout Venant,Non,,6.2622608,-5.1176596,
222,A,FT/084-N1579-P001,FT/084-N1579,,3.43,674.9271137026238,2315,Tout Venant,Non,,6.2918124,-5.1154966,
223,A,FT/084-N2813-P001,FT/084-N2813,,1.76,676.1363636363636,1190,Tout Venant,Non,,6.2656618,-5.1167861,
224,A,FT/084-N2820-P001,FT/084-N2820,,11.426,674.9518641694381,7712,Tout Venant,Non,,6.2705716,-5.1199636,
225,A,FT/084-N2822-P001,FT/084-N2822,,6.655,674.9812171299774,4492,Tout Venant,Non,,6.2768282,-5.1142184,
226,A,FT/084-N2827-P001,FT/084-N2827,,4.723,674.9947067541817,3188,Tout Venant,Non,,6.2685291,-5.1197678,
227,A,FT/084-N2830-P001,FT/084-N2830,,4.3,674.8837209302326,2902,Tout Venant,Non,,6.2833078,-5.1161669,
228,A,FT/084-N2832-P001,FT/084-N2832,,2.468,674.6353322528363,1665,Tout Venant,Non,,6.2899313,-5.1085309,
229,A,FT/084-N2839-P001,FT/084-N2839,,3.473,674.920817736827,2344,Tout Venant,Non,,6.2656108,-5.0976206,
230,A,FT/084-N2844-P001,FT/084-N2844,,1.61,677.0186335403727,1090,Tout Venant,Non,,6.2687921,-5.1091764,
231,A,FT/084-N2849-P001,FT/084-N2849,,5.066,674.8914330833005,3419,Tout Venant,Non,,6.2697025,-5.1095548,
232,A,FT/084-N2851-P001,FT/084-N2851,,1.96,675.0,1323,Tout Venant,Non,,6.2767813,-5.1184156,
233,A,FT/084-N2858-P001,FT/084-N2858,,4.05,674.8148148148149,2733,Tout Venant,Non,,6.2810539,-5.1167586,
234,A,FT/084-N2859-P001,FT/084-N2859,,1.87,675.4010695187166,1263,Tout Venant,Non,,6.2613631,-5.1178805,
235,A,FT/084-N2860-P001,FT/084-N2860,,6.233,674.9558799935826,4207,Tout Venant,Non,,6.2703985,-5.1127094,
236,A,FT/084-N2862-P001,FT/084-N2862,,2.694,674.8329621380847,1818,Tout Venant,Non,,6.2760578,-5.1067366,
237,A,FT/084-N2865-P001,FT/084-N2865,,1.71,674.8538011695906,1154,Tout Venant,Non,,6.2619179,-5.0981061,
238,A,FT/084-N2866-P001,FT/084-N2866,,1.93,677.7202072538861,1308,Tout Venant,Non,,6.2599202,-5.097836,
239,A,FT/084-N2868-P001,FT/084-N2868,,1.29,674.4186046511628,870,Tout Venant,Non,,6.2657118,-5.118167,
240,A,FT/084-N2869-P001,FT/084-N2869,,2.249,674.9666518452646,1518,Tout Venant,Non,,6.2724498,-5.1127479,
241,A,FT/084-N2870-P001,FT/084-N2870,,1.81,675.6906077348066,1223,Tout Venant,Non,,6.258637,-5.1045019,
242,A,FT/084-N1547-P001,FT/084-N1547,,2.11,674.8815165876778,1424,Tout Venant,Non,,6.2760727,-5.1175394,
243,A,FT/084-N2857-P001,FT/084-N2857,,1.85,674.5945945945946,1248,Tout Venant,Non,,6.274582,-5.1193038,
244,A,FT/084-N1701-P001,FT/084-N1701,,1.36,676.470588235294,920,Tout Venant,Non,,6.3527543,-5.1037533,
245,A,FT/084-N1709-P001,FT/084-N1709,,8.204,674.9146757679181,5537,Tout Venant,Non,,6.3882143,-5.1067427,
246,A,FT/084-N1712-P001,FT/084-N1712,,1.24,675.0,837,Tout Venant,Non,,6.3878838,-5.1005943,
247,A,FT/084-N1715-P001,FT/084-N1715,,1.34,674.6268656716418,904,Tout Venant,Non,,6.3866578,-5.122566,
248,A,FT/084-N5475-P001,FT/084-N5475,,1.55,674.8387096774194,1046,Tout Venant,Non,,6.3951419,-5.0893325,
249,A,FT/084-N5480-P001,FT/084-N5480,,1.02,674.5098039215686,688,Tout Venant,Non,,6.4055941,-5.1141785,
250,A,FT/084-O1483-P001,FT/084-O1483,,1.15,679.1304347826087,781,Tout Venant,Non,,6.4269358,-5.1657491,
251,A,FT/084-O1486-P001,FT/084-O1486,,1.52,675.0,1026,Tout Venant,Non,,6.4436004,-5.1577528,
252,A,FT/084-O1495-P001,FT/084-O1495,,1.62,675.3086419753085,1094,Tout Venant,Non,,6.437447,-5.177937,
253,A,FT/084-O1496-P001,FT/084-O1496,,1.27,674.8031496062993,857,Tout Venant,Non,,6.4364817,-5.1552826,
254,A,FT/084-O1501-P001,FT/084-O1501,,2.28,675.0000000000001,1539,Tout Venant,Non,,6.4380451,-5.1512995,
255,A,FT/084-O1503-P001,FT/084-O1503,,1.18,674.5762711864407,796,Tout Venant,Non,,6.4328466,-5.1645019,
256,A,FT/084-O1505-P001,FT/084-O1505,,1.89,676.7195767195767,1279,Tout Venant,Non,,6.4294555,-5.1706924,
257,A,FT/084-O1507-P001,FT/084-O1507,,1.52,676.9736842105264,1029,Tout Venant,Non,,6.4361914,-5.1715878,
258,A,FT/084-O1509-P001,FT/084-O1509,,1.36,675.0,918,Tout Venant,Non,,6.4427483,-5.1589584,
259,A,FT/084-O2782-P001,FT/084-O2782,,2.765,674.8643761301989,1866,Tout Venant,Non,,6.4367816,-5.1732154,
260,A,FT/084-O2783-P001,FT/084-O2783,,1.26,674.6031746031746,850,Tout Venant,Non,,6.4299681,-5.1543822,
261,A,FT/084-O2784-P001,FT/084-O2784,,2.854,674.8423265592152,1926,Tout Venant,Non,,6.5031874,-5.1390234,
262,A,FT/084-O2785-P001,FT/084-O2785,,3.303,674.8410535876476,2229,Tout Venant,Non,,6.4408803,-5.1896157,
263,A,FT/084-O928-P001,FT/084-O928,,2.48,675.0,1674,Tout Venant,Non,,6.4789089,-5.1529456,
264,A,FT/084-O952-P001,FT/084-O952,,1.89,676.7195767195767,1279,Tout Venant,Non,,6.4284771,-5.1539982,
265,A,FT/084-O962-P001,FT/084-O962,,1.5,678.6666666666666,1018,Tout Venant,Non,,6.4486944,-5.1604708,
266,A,FT/084-S1268-P001,FT/084-S1268,,1.04,675.0,702,Tout Venant,Non,,6.3173262,-5.1553385,
267,A,FT/084-S1269-P001,FT/084-S1269,,1.57,677.0700636942674,1063,Tout Venant,Non,,6.3265071,-5.1657154,
268,A,FT/084-S1274-P001,FT/084-S1274,,3.56,675.0,2403,Tout Venant,Non,,6.335197,-5.1616541,
269,A,FT/084-S1275-P001,FT/084-S1275,,1.59,674.8427672955975,1073,Tout Venant,Non,,6.3398821,-5.1664006,
270,A,FT/084-S1285-P001,FT/084-S1285,,2.417,674.8034753827059,1631,Tout Venant,Non,,6.3212063,-5.1667119,
271,A,FT/084-S2000-P001,FT/084-S2000,,1.36,676.470588235294,920,Tout Venant,Non,,6.3405512,-5.1705944,
272,A,FT/084-S2288-P001,FT/084-S2288,,4.771,674.9109201425277,3220,Tout Venant,Non,,6.3418371,-5.1612532,
273,A,FT/084-S2296-P001,FT/084-S2296,,2.098,674.928503336511,1416,Tout Venant,Non,,6.3443579,-5.1635131,
