numero_ordre,cooperative,code_plantation,code_producteur,autres_codes,superficie_cacao_ha,rendement_kg_ha,estimation_kg,variete_cacao,gerant,nom_gerant,latitude,longitude,donnees_polygonales
486,A,FT/084-N5476-P001,FT/084-N5476,,1.36,675.0,918,Tout Venant,Non,,6.4083485,-5.095195,
487,A,FT/084-B4850-P001,FT/084-B4850,,1.2,675.8333333333334,811,Tout Venant,Non,,6.4014288,-5.1048847,
488,A,FT/084-N5474-P001,FT/084-N5474,,1.57,678.343949044586,1065,Tout Venant,Non,,6.3736784,-5.1255733,
489,A,FT/084-N1703-P001,FT/084-N1703,,1.04,677.8846153846154,705,Tout Venant,Non,,6.3582388,-5.1046856,
490,A,FT/084-N5478-P001,FT/084-N5478,,3.04,675.0,2052,Tout Venant,Non,,6.3866529,-5.1011439,
491,A,FT/084-B4856-P001,FT/084-B4856,,1.42,676.0563380281691,960,Tout Venant,Non,,6.3955463,-5.1099717,
492,A,FT/084-B4823-P001,FT/084-B4823,,1.06,676.4150943396226,717,Tout Venant,Non,,6.3860819,-5.1177002,
493,A,FT/084-B4851-P001,FT/084-B4851,,1.7,675.2941176470589,1148,Tout Venant,Non,,6.3910285,-5.1210758,
494,A,FT/084-A4502-P001,FT/084-A4502,,1.84,675.5434782608695,1243,Tout Venant,Non,,6.3968126,-5.1731623,
495,A,FT/084-G5051-P001,FT/084-G5051,,1.44,677.7777777777778,976,Tout Venant,Non,,6.3869954,-5.1500585,
496,A,FT/084-G5048-P001,FT/084-G5048,,1.77,677.4011299435028,1199,Tout Venant,Non,,6.3848541,-5.1511477,
497,A,FT/084-O2787-P001,FT/084-O2787,,2.16610562537,674.9440022114668,1462,Tout Venant,Non,,6.4424048,-5.145923,
498,A,FT/084-B4855-P001,FT/084-B4855,,1.97,677.1573604060914,1334,Tout Venant,Non,,6.2746533,-5.107108,
499,A,FT/084-A2566-P001,FT/084-A2566,,2.24183538655,674.8934418099192,1513,Tout Venant,Non,,6.2868784,-5.1193079,
500,A,FT/084-A1191-P001,FT/084-A1191,,3.50019138956,674.8202418430956,2362,Tout Venant,Non,,6.308589,-5.1376604,
501,A,FT/084-A1905-P001,FT/084-A1905,,1.04,675.9615384615385,703,Tout Venant,Non,,6.2800126,-5.1333443,
502,A,FT/084-B4842-P001,FT/084-B4842,,1.82,676.3736263736264,1231,Tout Venant,Non,,6.2934698,-5.1160541,
503,A,FT/084-B4833-P001,FT/084-B4833,,2.43705310156,674.995550547096,1645,Tout Venant,Non,,6.2819159,-5.1146096,
504,A,FT/084-O2795-P001,FT/084-O2795,,1.61,674.5341614906832,1086,Tout Venant,Non,,6.4771117,-5.150473,
505,A,FT/084-A4495-P001,FT/084-A4495,,1.52,676.9736842105264,1029,Tout Venant,Non,,6.6706954,-5.0093218,
506,A,FT/084-K5080-P001,FT/084-K5080,,1.6,678.125,1085,Tout Venant,Non,,6.747821,-5.0782438,
507,A,FT/084-K5095-P001,FT/084-K5095,,1.65,675.7575757575758,1115,Tout Venant,Non,,6.7339863,-5.0847509,
508,A,FT/084-K5083-P001,FT/084-K5083,,1.53,675.8169934640523,1034,Tout Venant,Non,,6.7511268,-5.0765245,
509,A,FT/084-K5076-P001,FT/084-K5076,,1.69,677.5147928994083,1145,Tout Venant,Non,,6.740838,-5.0791103,
510,A,FT/084-K5090-P001,FT/084-K5090,,1.35,677.7777777777777,915,Tout Venant,Non,,6.7418172,-5.0812755,
511,A,FT/084-K5094-P001,FT/084-K5094,,1.17,676.0683760683761,791,Tout Venant,Non,,6.7420218,-5.0820194,
512,A,FT/084-K5096-P001,FT/084-K5096,,1.43,676.2237762237762,967,Tout Venant,Non,,6.7257315,-5.0983526,
513,A,FT/084-K5098-P001,FT/084-K5098,,1.14,680.7017543859649,776,Tout Venant,Non,,6.7268097,-5.0984629,
514,A,FT/084-K5091-P001,FT/084-K5091,,1.35,677.037037037037,914,Tout Venant,Non,,6.72748,-5.0983858,
515,A,FT/084-K5097-P001,FT/084-K5097,,1.24,676.6129032258065,839,Tout Venant,Non,,6.7274697,-5.0976085,
516,A,FT/084-K5085-P001,FT/084-K5085,,1.53,678.4313725490196,1038,Tout Venant,Non,,6.726487,-5.094446,
517,A,FT/084-K5093-P001,FT/084-K5093,,2.6,675.0,1755,Tout Venant,Non,,6.7375893,-5.089554,
518,A,FT/084-K5079-P001,FT/084-K5079,,1.03,680.5825242718446,701,Tout Venant,Non,,6.7505975,-5.0773072,
519,A,FT/084-K5077-P001,FT/084-K5077,,1.13,676.991150442478,765,Tout Venant,Non,,6.7500023,-5.0782826,
520,A,FT/084-A4500-P001,FT/084-A4500,,1.56,675.0,1053,Tout Venant,Non,,6.6934023,-4.9965227,
521,A,FT/084-A4486-P001,FT/084-A4486,,1.8,675.0,1215,Tout Venant,Non,,6.6919126,-4.9942273,
522,A,FT/084-A4501-P001,FT/084-A4501,,1.03,680.5825242718446,701,Tout Venant,Non,,6.6956191,-5.0002376,
523,A,FT/084-A4491-P001,FT/084-A4491,,1.42,675.3521126760563,959,Tout Venant,Non,,6.6964056,-5.0007438,
524,A,FT/084-A4498-P001,FT/084-A4498,,1.65,678.7878787878789,1120,Tout Venant,Non,,6.6968141,-5.0014167,
525,A,FT/084-A4490-P001,FT/084-A4490,,1.66,675.9036144578314,1122,Tout Venant,Non,,6.6983823,-5.0026446,
526,A,FT/084-A4489-P001,FT/084-A4489,,1.81,676.7955801104972,1225,Tout Venant,Non,,6.6961712,-4.9998299,
527,A,FT/084-A4493-P001,FT/084-A4493,,1.11,678.3783783783783,753,Tout Venant,Non,,6.7005506,-5.0039194,
528,A,FT/084-A4497-P001,FT/084-A4497,,1.54,678.5714285714286,1045,Tout Venant,Non,,6.7020202,-5.004102,
529,A,FT/084-A4492-P001,FT/084-A4492,,1.58,675.3164556962025,1067,Tout Venant,Non,,6.7099297,-5.0132781,
530,A,FT/084-A4494-P001,FT/084-A4494,,1.31,675.5725190839694,885,Tout Venant,Non,,6.6802771,-5.0172059,
531,A,FT/084-K5113-P001,FT/084-K5113,,1.62,674.6913580246913,1093,Tout Venant,Non,,6.7059999,-5.0986423,
532,A,FT/084-K5138-P001,FT/084-K5138,,1.69,678.698224852071,1147,Tout Venant,Non,,6.7123251,-5.0983999,
533,A,FT/084-K5127-P001,FT/084-K5127,,1.39,674.8201438848921,938,Tout Venant,Non,,6.7140547,-5.0985817,
534,A,FT/084-K5121-P001,FT/084-K5121,,1.83,676.5027322404371,1238,Tout Venant,Non,,6.7151439,-5.0991425,
535,A,FT/084-K5137-P001,FT/084-K5137,,1.78,675.2808988764045,1202,Tout Venant,Non,,6.7163738,-5.1007827,
536,A,FT/084-K5136-P001,FT/084-K5136,,1.23,675.609756097561,831,Tout Venant,Non,,6.7176331,-5.10043,
537,A,FT/084-K5123-P001,FT/084-K5123,,1.63,674.8466257668712,1100,Tout Venant,Non,,6.7180778,-5.0996656,
538,A,FT/084-K5130-P001,FT/084-K5130,,1.4,677.8571428571429,949,Tout Venant,Non,,6.7188972,-5.0998244,
539,A,FT/084-K5132-P001,FT/084-K5132,,1.25,676.8,846,Tout Venant,Non,,6.7192185,-5.099354,
540,A,FT/084-K1114-P001,FT/084-K1114,,1.56,675.0,1053,Tout Venant,Non,,6.7204016,-5.0987299,
541,A,FT/084-K5122-P001,FT/084-K5122,,1.74,676.4367816091954,1177,Tout Venant,Non,,6.7205493,-5.0976517,
542,A,FT/084-K5126-P001,FT/084-K5126,,1.27,676.3779527559055,859,Tout Venant,Non,,6.7201103,-5.0967605,
543,A,FT/084-K5116-P001,FT/084-K5116,,1.5,676.6666666666666,1015,Tout Venant,Non,,6.7011517,-5.0892203,
544,A,FT/084-K5118-P001,FT/084-K5118,,1.74,675.2873563218391,1175,Tout Venant,Non,,6.7010716,-5.0885272,
545,A,FT/084-K5115-P001,FT/084-K5115,,1.1,679.090909090909,747,Tout Venant,Non,,6.7002399,-5.0893161,
546,A,FT/084-K5140-P001,FT/084-K5140,,1.49,677.8523489932886,1010,Tout Venant,Non,,6.6923243,-5.0586824,
547,A,FT/084-K5139-P001,FT/084-K5139,,1.57,678.9808917197452,1066,Tout Venant,Non,,6.7139414,-5.1013116,
548,A,FT/084-K5133-P001,FT/084-K5133,,1.72,678.4883720930233,1167,Tout Venant,Non,,6.7065809,-5.0961134,
549,A,FT/084-K5117-P001,FT/084-K5117,,1.67,678.4431137724551,1133,Tout Venant,Non,,6.7117392,-5.0991049,
550,A,FT/084-K1127-P001,FT/084-K1127,,1.75,674.8571428571429,1181,Tout Venant,Non,,6.7012387,-5.104699,
551,A,FT/084-K5134-P001,FT/084-K5134,,1.62,677.1604938271604,1097,Tout Venant,Non,,6.7054889,-5.0863619,
552,A,FT/084-K5125-P001,FT/084-K5125,,2.08783609942,674.8614033407218,1409,Tout Venant,Non,,6.7064175,-5.0871164,
553,A,FT/084-B4761-P001,FT/084-B4761,,1.68,676.7857142857143,1137,Tout Venant,Non,,6.3870414,-5.2652414,
554,A,FT/084-B4716-P001,FT/084-B4716,,1.51,678.1456953642385,1024,Tout Venant,Non,,6.3792731,-5.2672217,
555,A,FT/084-B4772-P001,FT/084-B4772,,1.04,676.9230769230769,704,Tout Venant,Non,,6.3635417,-5.279349,
556,A,FT/084-B4769-P001,FT/084-B4769,,1.0,678.0,678,Tout Venant,Non,,6.3659438,-5.2798885,
659,A,1030010132-P001,1030010132,,6.1,678.032786885246,4136,Tout Venant,Non,,6.403068,-5.214089,
690,A,1030010172-P001,1030010172,,2.7,678.1481481481482,1831,Tout Venant,Non,,6.419168,-5.219015,
694,A,1030010176-P001,1030010176,,2.0,787.5,1575,Tout Venant,Non,,6.422285,-5.21692,
695,A,1030010177-P001,1030010177,,5.2,678.0769230769231,3526,Tout Venant,Non,,6.39815,-5.2521,
745,A,1030012152-P001,1030012152,,3.6,678.0555555555555,2441,Tout Venant,Non,,6.412587,-5.227363,
750,A,1030012157-P001,1030012157,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.408753,-5.224947,
755,A,1030012164-P001,1030012164,,0.7,678.5714285714287,475,Tout Venant,Non,,6.385762,-5.203147,
810,A,1030012953-P001,1030012953,,0.7,678.5714285714287,475,Tout Venant,Non,,6.393644,-5.23717,
817,A,1030020237-P001,1030020237,,4.1,678.048780487805,2780,Tout Venant,Non,,6.425184,-5.246257,
821,A,1030020241-P001,1030020241,,0.6,678.3333333333334,407,Tout Venant,Non,,6.422557,-5.242386,
825,A,1030020245-P001,1030020245,,0.9,661.1111111111111,595,Tout Venant,Non,,6.436746,-5.237681,
827,A,1030020248-P001,1030020248,,6.5,678.0,4407,Tout Venant,Non,,6.413753,-5.248039,
851,A,1030020273-P001,1030020273,,0.8,677.5,542,Tout Venant,Non,,6.412604,-5.246051,
855,A,1030020277-P001,1030020277,,4.2,678.0952380952381,2848,Tout Venant,Non,,6.413471,-5.253722,
859,A,1030020282-P001,1030020282,,1.2,678.3333333333334,814,Tout Venant,Non,,6.431607,-5.249696,
861,A,1030021992-P001,1030021992,,1.3,677.6923076923076,881,Tout Venant,Non,,6.424769,-5.244839,
863,A,1030021994-P001,1030021994,,3.7,678.1081081081081,2509,Tout Venant,Non,,6.41444,-5.249465,
871,A,1030022002-P001,1030022002,,1.9,677.8947368421053,1288,Tout Venant,Non,,6.415141,-5.247644,
878,A,1030022548-P001,1030022548,,4.8,677.9166666666667,3254,Tout Venant,Non,,6.432884,-5.245532,
879,A,1030022549-P001,1030022549,,1.1,678.1818181818181,746,Tout Venant,Non,,6.416893,-5.248157,
882,A,1030022552-P001,1030022552,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.414301,-5.253143,
883,A,1030022553-P001,1030022553,,2.0,787.5,1575,Tout Venant,Non,,6.427223,-5.24477,
901,A,1030023316-P001,1030023316,,3.2,678.125,2170,Tout Venant,Non,,6.417064,-5.246118,
904,A,1030023322-P001,1030023322,,0.5,678.0,339,Tout Venant,Non,,6.431101,-5.24131,
914,A,1030023343-P001,1030023343,,1.4,677.8571428571429,949,Tout Venant,Non,,6.419486,-5.244785,
916,A,1030023345-P001,1030023345,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.422333,-5.246956,
944,A,1030030616-P001,1030030616,,1.3,677.6923076923076,881,Tout Venant,Non,,6.398312,-5.290743,
947,A,1030030621-P001,1030030621,,1.8,808.8888888888889,1456,Tout Venant,Non,,6.391699,-5.275871,
980,A,1030030660-P001,1030030660,,2.6,678.0769230769231,1763,Tout Venant,Non,,6.390351,-5.274203,
1013,A,1030030708-P001,1030030708,,3.1,678.0645161290322,2102,Tout Venant,Non,,6.480313,-5.282137,
1025,A,1030030723-P001,1030030723,,6.5,678.0,4407,Tout Venant,Non,,6.436147,-5.302337,
1058,A,1030032419-P001,1030032419,,1.0,678.0,678,Tout Venant,Non,,6.418556,-5.305976,
1105,A,1030040482-P001,1030040482,,2.7,678.1481481481482,1831,Tout Venant,Non,,6.38499,-5.185021,
1107,A,1030040484-P001,1030040484,,0.7,678.5714285714287,475,Tout Venant,Non,,6.388789,-5.203431,
1115,A,1030040492-P001,1030040492,,3.6,678.0555555555555,2441,Tout Venant,Non,,6.383183,-5.199925,
1117,A,1030040494-P001,1030040494,,3.3,677.8787878787879,2237,Tout Venant,Non,,6.395188,-5.186698,
1124,A,1030040506-P001,1030040506,,2.4,677.9166666666667,1627,Tout Venant,Non,,6.375672,-5.187554,
1126,A,1030040508-P001,1030040508,,3.6,678.0555555555555,2441,Tout Venant,Non,,6.387295,-5.19814,
1134,A,1030040519-P001,1030040519,,3.6,678.0555555555555,2441,Tout Venant,Non,,6.383145,-5.186606,
1155,A,1030040541-P001,1030040541,,1.4,677.8571428571429,949,Tout Venant,Non,,6.391517,-5.197055,
1165,A,1030040558-P001,1030040558,,2.1,678.0952380952381,1424,Tout Venant,Non,,6.400305,-5.196548,
1187,A,1030043436-P001,1030043436,,0.6,678.3333333333334,407,Tout Venant,Non,,6.390324,-5.194977,
1188,A,1030043437-P001,1030043437,,2.5,678.0,1695,Tout Venant,Non,,6.390416,-5.197689,
1189,A,1030043445-P001,1030043445,,1.0,678.0,678,Tout Venant,Non,,6.370105,-5.192007,
1190,A,1030043446-P001,1030043446,,1.5,678.0,1017,Tout Venant,Non,,6.383404,-5.206599,
1191,A,1030043447-P001,1030043447,,1.1,678.1818181818181,746,Tout Venant,Non,,6.392004,-5.190706,
1193,A,1030043450-P001,1030043450,,1.6,678.125,1085,Tout Venant,Non,,6.392598,-5.19448,
1195,A,1030051002-P001,1030051002,,1.1,678.1818181818181,746,Tout Venant,Non,,6.366704,-5.155464,
1198,A,1030051005-P001,1030051005,,4.9,677.9591836734693,3322,Tout Venant,Non,,6.372029,-5.146475,
1200,A,1030051007-P001,1030051007,,1.3,615.3846153846154,800,Tout Venant,Non,,6.387336,-5.178411,
1203,A,1030051011-P001,1030051011,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.370251,-5.153296,
1206,A,1030051014-P001,1030051014,,7.6,756.578947368421,5750,Tout Venant,Non,,6.359306,-5.162022,
1213,A,1030051023-P001,1030051023,,0.5,678.0,339,Tout Venant,Non,,6.345531,-5.168668,
1218,A,1030051028-P001,1030051028,,2.9,677.9310344827586,1966,Tout Venant,Non,,6.373421,-5.153982,
1221,A,1030051032-P001,1030051032,,3.2,678.125,2170,Tout Venant,Non,,6.397178,-5.167489,
1222,A,1030051033-P001,1030051033,,2.0,678.0,1356,Tout Venant,Non,,6.36212,-5.158002,
1226,A,1030051040-P001,1030051040,,1.5,678.0,1017,Tout Venant,Non,,6.385054,-5.174877,
1228,A,1030051043-P001,1030051043,,0.5,678.0,339,Tout Venant,Non,,6.349129,-5.154366,
1229,A,1030051046-P001,1030051046,,1.1,678.1818181818181,746,Tout Venant,Non,,6.35003,-5.141646,
1232,A,1030051049-P001,1030051049,,1.3,677.6923076923076,881,Tout Venant,Non,,6.36718,-5.15012,
1234,A,1030051051-P001,1030051051,,1.5,678.0,1017,Tout Venant,Non,,6.3889,-5.182383,
1235,A,1030051052-P001,1030051052,,0.5,678.0,339,Tout Venant,Non,,6.354927,-5.162043,
1262,A,1030070325-P001,1030070325,,3.0,678.0,2034,Tout Venant,Non,,6.412494,-5.186137,
1263,A,1030070326-P001,1030070326,,0.4,737.5,295,Tout Venant,Non,,6.421741,-5.189753,
1264,A,1030070327-P001,1030070327,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.414888,-5.191522,
1268,A,1030070331-P001,1030070331,,0.6,678.3333333333334,407,Tout Venant,Non,,6.427259,-5.192465,
1269,A,1030070335-P001,1030070335,,0.6,678.3333333333334,407,Tout Venant,Non,,6.420723,-5.187405,
1270,A,1030070336-P001,1030070336,,1.3,677.6923076923076,881,Tout Venant,Non,,6.413031,-5.177546,
1275,A,1030070347-P001,1030070347,,0.7,678.5714285714287,475,Tout Venant,Non,,6.423032,-5.182274,
1276,A,1030070348-P001,1030070348,,1.4,677.8571428571429,949,Tout Venant,Non,,6.415513,-5.17628,
1277,A,1030070350-P001,1030070350,,1.9,677.8947368421053,1288,Tout Venant,Non,,6.418671,-5.179787,
1278,A,1030070351-P001,1030070351,,1.2,678.3333333333334,814,Tout Venant,Non,,6.427228,-5.190143,
1279,A,1030070352-P001,1030070352,,0.8,677.5,542,Tout Venant,Non,,6.410167,-5.184379,
1283,A,1030070357-P001,1030070357,,0.2,625.0,125,Tout Venant,Non,,6.422429,-5.184254,
1289,A,1030070365-P001,1030070365,,2.7,678.1481481481482,1831,Tout Venant,Non,,6.417524,-5.201697,
1290,A,1030070366-P001,1030070366,,2.0,678.0,1356,Tout Venant,Non,,6.424309,-5.201908,
1291,A,1030070367-P001,1030070367,,3.4,677.9411764705883,2305,Tout Venant,Non,,6.420798,-5.202188,
1292,A,1030070370-P001,1030070370,,2.6,678.0769230769231,1763,Tout Venant,Non,,6.412975,-5.175845,
1293,A,1030070372-P001,1030070372,,1.0,678.0,678,Tout Venant,Non,,6.419312,-5.200205,
1296,A,1030070378-P001,1030070378,,1.7,678.2352941176471,1153,Tout Venant,Non,,6.418841,-5.204377,
1297,A,1030070379-P001,1030070379,,1.8,677.7777777777777,1220,Tout Venant,Non,,6.42776,-5.191248,
1299,A,1030070381-P001,1030070381,,0.4,737.5,295,Tout Venant,Non,,6.419828,-5.183577,
1301,A,1030070385-P001,1030070385,,0.5,678.0,339,Tout Venant,Non,,6.417852,-5.186086,
1303,A,1030072348-P001,1030072348,,0.7,678.5714285714287,475,Tout Venant,Non,,6.421794,-5.186992,
1313,A,1030073708-P001,1030073708,,3.8,677.8947368421053,2576,Tout Venant,Non,,6.415331,-5.208724,
1314,A,1030073709-P001,1030073709,,1.3,677.6923076923076,881,Tout Venant,Non,,6.418487,-5.211064,
1316,A,1030081122-P001,1030081122,,1.1,715.4545454545454,787,Tout Venant,Non,,6.419577,-5.100004,
1334,A,1030081143-P001,1030081143,,3.0,715.0,2145,Tout Venant,Non,,6.399761,-5.126466,
1338,A,1030081148-P001,1030081148,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.431487,-5.125029,
1355,A,1030081174-P001,1030081174,,2.8,715.0,2002,Tout Venant,Non,,6.41748,-5.130208,
1358,A,1030081177-P001,1030081177,,1.9,715.2631578947369,1359,Tout Venant,Non,,6.406813,-5.133344,
1370,A,1030081193-P001,1030081193,,5.5,715.0909090909091,3933,Tout Venant,Non,,6.405892,-5.13197,
1382,A,1030081209-P001,1030081209,,4.0,715.0,2860,Tout Venant,Non,,6.425181,-5.120749,
1397,A,1030081229-P001,1030081229,,1.0,715.0,715,Tout Venant,Non,,6.424636,-5.123667,
1399,A,1030081231-P001,1030081231,,3.9,715.1282051282052,2789,Tout Venant,Non,,6.415647,-5.107416,
1402,A,1030081234-P001,1030081234,,2.9,715.1724137931035,2074,Tout Venant,Non,,6.424861,-5.123422,
1403,A,1030081235-P001,1030081235,,3.4,715.0,2431,Tout Venant,Non,,6.394328,-5.139887,
1410,A,1030082046-P001,1030082046,,4.5,715.1111111111111,3218,Tout Venant,Non,,6.403471,-5.122705,
1414,A,1030082052-P001,1030082052,,0.9,715.5555555555555,644,Tout Venant,Non,,6.417079,-5.129809,
1417,A,1030082056-P001,1030082056,,3.0,715.0,2145,Tout Venant,Non,,6.418757,-5.109906,
1420,A,1030082060-P001,1030082060,,3.0,715.0,2145,Tout Venant,Non,,6.489387,-5.129915,
1426,A,1030082076-P001,1030082076,,4.0,715.0,2860,Tout Venant,Non,,6.421531,-5.125601,
1427,A,1030082079-P001,1030082079,,1.1,715.4545454545454,787,Tout Venant,Non,,6.39664,-5.124715,
1464,A,1030083414-P001,1030083414,,1.7,715.2941176470589,1216,Tout Venant,Non,,6.412416,-5.107958,
1470,A,1030083454-P001,1030083454,,2.8,715.0,2002,Tout Venant,Non,,6.346365,-5.080252,
1544,A,1030100758-P001,1030100758,,13.5,714.9629629629629,9652,Tout Venant,Non,,6.347971,-5.141429,
1579,A,1030102667-P001,1030102667,,2.8,715.0,2002,Tout Venant,Non,,6.343329,-5.136767,
1580,A,1030102668-P001,1030102668,,1.8,715.0,1287,Tout Venant,Non,,6.305699,-5.11691,
1581,A,1030102669-P001,1030102669,,2.6,715.0,1859,Tout Venant,Non,,6.352249,-5.145384,
1582,A,1030102670-P001,1030102670,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.342879,-5.14523,
1583,A,1030102671-P001,1030102671,,2.1,715.2380952380952,1502,Tout Venant,Non,,6.343169,-5.142325,
1586,A,1030102674-P001,1030102674,,0.4,737.5,295,Tout Venant,Non,,6.351315,-5.140778,
1608,A,1030102817-P001,1030102817,,0.4,737.5,295,Tout Venant,Non,,6.338114,-5.109629,
1636,A,1030111543-P001,1030111543,,5.1,678.0392156862746,3458,Tout Venant,Non,,6.289391,-5.117944,
1650,A,1030112340-P001,1030112340,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.286307,-5.116417,
1659,A,1030121682-P001,1030121682,,1.6,715.0,1144,Tout Venant,Non,,6.37863,-5.139061,
1660,A,1030121684-P001,1030121684,,2.6,715.0,1859,Tout Venant,Non,,6.387789,-5.142885,
1661,A,1030121685-P001,1030121685,,0.8,715.0,572,Tout Venant,Non,,6.385481,-5.146995,
1662,A,1030121686-P001,1030121686,,0.7,715.7142857142858,501,Tout Venant,Non,,6.391074,-5.14895,
1663,A,1030121687-P001,1030121687,,2.3,715.2173913043479,1645,Tout Venant,Non,,6.376393,-5.146254,
1665,A,1030121690-P001,1030121690,,4.5,714.8888888888889,3217,Tout Venant,Non,,6.370426,-5.142332,
1666,A,1030121691-P001,1030121691,,2.0,715.0,1430,Tout Venant,Non,,6.376918,-5.147933,
1668,A,1030121694-P001,1030121694,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.385338,-5.13975,
1671,A,1030121698-P001,1030121698,,1.8,715.0,1287,Tout Venant,Non,,6.390927,-5.134021,
1672,A,1030121699-P001,1030121699,,4.2,715.0,3003,Tout Venant,Non,,6.378975,-5.151953,
1673,A,1030121700-P001,1030121700,,1.3,715.3846153846154,930,Tout Venant,Non,,6.375039,-5.141606,
1674,A,1030121701-P001,1030121701,,1.7,715.2941176470589,1216,Tout Venant,Non,,6.37475,-5.130452,
1675,A,1030121702-P001,1030121702,,2.8,715.0,2002,Tout Venant,Non,,6.377206,-5.146692,
1677,A,1030121704-P001,1030121704,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.37804,-5.132161,
1682,A,1030121710-P001,1030121710,,0.4,737.5,295,Tout Venant,Non,,6.383401,-5.147008,
1684,A,1030121713-P001,1030121713,,3.3,715.1515151515152,2360,Tout Venant,Non,,6.377129,-5.148571,
1685,A,1030121714-P001,1030121714,,2.2,714.9999999999999,1573,Tout Venant,Non,,6.377213,-5.132609,
1689,A,1030121718-P001,1030121718,,1.3,715.3846153846154,930,Tout Venant,Non,,6.37988,-5.14461,
1690,A,1030121719-P001,1030121719,,1.6,715.0,1144,Tout Venant,Non,,6.375639,-5.144308,
1692,A,1030121721-P001,1030121721,,0.4,737.5,295,Tout Venant,Non,,6.378807,-5.149369,
1693,A,1030121722-P001,1030121722,,1.4,715.0,1001,Tout Venant,Non,,6.387666,-5.136289,
1694,A,1030121724-P001,1030121724,,1.3,715.3846153846154,930,Tout Venant,Non,,6.384215,-5.1473,
1695,A,1030121725-P001,1030121725,,1.4,715.0,1001,Tout Venant,Non,,6.382449,-5.152096,
1697,A,1030121727-P001,1030121727,,4.2,715.0,3003,Tout Venant,Non,,6.386545,-5.133822,
1699,A,1030121729-P001,1030121729,,2.0,715.0,1430,Tout Venant,Non,,6.375623,-5.13378,
1705,A,1030121736-P001,1030121736,,7.1,697.1830985915493,4950,Tout Venant,Non,,6.390619,-5.144147,
1708,A,1030121740-P001,1030121740,,2.5,715.2,1788,Tout Venant,Non,,6.390321,-5.171027,
1709,A,1030121741-P001,1030121741,,1.0,715.0,715,Tout Venant,Non,,6.392414,-5.145425,
1710,A,1030121742-P001,1030121742,,1.8,715.0,1287,Tout Venant,Non,,6.384144,-5.160275,
1711,A,1030121743-P001,1030121743,,1.2,715.0,858,Tout Venant,Non,,6.393023,-5.151414,
1712,A,1030121744-P001,1030121744,,3.5,720.0,2520,Tout Venant,Non,,6.393448,-5.145965,
1714,A,1030122109-P001,1030122109,,1.4,715.0,1001,Tout Venant,Non,,6.362074,-5.145988,
1717,A,1030122114-P001,1030122114,,1.4,715.0,1001,Tout Venant,Non,,6.382835,-5.149669,
1718,A,1030122115-P001,1030122115,,2.5,715.2,1788,Tout Venant,Non,,6.388685,-5.142472,
1721,A,1030122118-P001,1030122118,,3.2,715.0,2288,Tout Venant,Non,,6.368071,-5.141291,
1726,A,1030122124-P001,1030122124,,0.7,678.5714285714287,475,Tout Venant,Non,,6.370315,-5.139606,
1727,A,1030122125-P001,1030122125,,4.8,715.0,3432,Tout Venant,Non,,6.381372,-5.131628,
1732,A,1030122726-P001,1030122726,,2.5,715.2,1788,Tout Venant,Non,,6.367253,-5.134016,
1736,A,1030122730-P001,1030122730,,0.8,715.0,572,Tout Venant,Non,,6.382102,-5.149882,
1740,A,1030122738-P001,1030122738,,1.3,715.3846153846154,930,Tout Venant,Non,,6.388507,-5.141711,
1741,A,1030122739-P001,1030122739,,2.0,715.0,1430,Tout Venant,Non,,6.380703,-5.151591,
1742,A,1030122742-P001,1030122742,,1.9,715.2631578947369,1359,Tout Venant,Non,,6.383621,-5.13636,
1743,A,1030122744-P001,1030122744,,2.0,715.0,1430,Tout Venant,Non,,6.381157,-5.145024,
1989,A,1030221085-P001,1030221085,,1.5,659.3333333333334,989,Tout Venant,Non,,6.448415,-5.216152,
2063,A,1030241624-P001,1030241624,,3.2,678.125,2170,Tout Venant,Non,,6.336353,-5.16759,
2064,A,1030241627-P001,1030241627,,3.5,678.0,2373,Tout Venant,Non,,6.329554,-5.168504,
2065,A,1030241628-P001,1030241628,,1.9,677.8947368421053,1288,Tout Venant,Non,,6.323026,-5.16022,
2066,A,1030241636-P001,1030241636,,2.8,677.8571428571429,1898,Tout Venant,Non,,6.330277,-5.164335,
2067,A,1030241641-P001,1030241641,,2.0,678.0,1356,Tout Venant,Non,,6.331192,-5.165277,
2068,A,1030241644-P001,1030241644,,4.1,678.048780487805,2780,Tout Venant,Non,,6.339067,-5.170261,
2069,A,1030241645-P001,1030241645,,0.7,678.5714285714287,475,Tout Venant,Non,,6.333732,-5.159993,
2070,A,1030241654-P001,1030241654,,1.4,677.8571428571429,949,Tout Venant,Non,,6.316481,-5.154891,
2071,A,1030241655-P001,1030241655,,1.5,678.0,1017,Tout Venant,Non,,6.324324,-5.169239,
2072,A,1030241657-P001,1030241657,,1.2,678.3333333333334,814,Tout Venant,Non,,6.33601,-5.151823,
