code_producteur,nb_plantations_total,superficie_decl_totale,nb_jointes,superficie_calc_totale,nb_anomalies,taux_couverture_geo,taux_anomalies,ecart_surface_total_ha,cooperative
1030010131,1,1.6,1.0,1.614872714215878,0.0,100.0,0.0,-0.01,A
1030010132,1,6.1,0.0,0.0,0.0,0.0,0.0,6.1,A
1030010133,1,1.2,1.0,1.2025054393757288,0.0,100.0,0.0,-0.0,A
1030010134,1,2.5,1.0,0.6777711385393334,1.0,100.0,100.0,1.82,A
1030010135,1,2.4,1.0,2.581558080580715,0.0,100.0,0.0,-0.18,A
1030010136,1,3.4,1.0,1.5850620134001725,1.0,100.0,100.0,1.81,A
1030010138,1,1.9,1.0,0.4778872490908578,1.0,100.0,100.0,1.42,A
1030010139,1,3.2,1.0,1.1329493936934965,1.0,100.0,100.0,2.07,A
1030010140,1,7.0,1.0,5.3970384862861644,1.0,100.0,100.0,1.6,A
1030010141,1,1.7,1.0,0.8951523603380931,1.0,100.0,100.0,0.8,A
1030010142,1,1.5,1.0,1.158471721028019,1.0,100.0,100.0,0.34,A
1030010143,1,3.7,1.0,3.709134872919398,0.0,100.0,0.0,-0.01,A
1030010145,1,1.9,1.0,1.9478661030546365,0.0,100.0,0.0,-0.05,A
1030010146,1,3.6,1.0,3.675675549542514,0.0,100.0,0.0,-0.08,A
1030010147,1,2.9,1.0,2.8995311766387606,0.0,100.0,0.0,0.0,A
1030010148,1,0.6,1.0,1.2921917825930136,1.0,100.0,100.0,-0.69,A
1030010150,1,1.2,1.0,1.219308375767911,0.0,100.0,0.0,-0.02,A
1030010151,1,1.5,1.0,1.5391727993954305,0.0,100.0,0.0,-0.04,A
1030010152,1,2.5,1.0,2.4892326691794433,0.0,100.0,0.0,0.01,A
1030010153,1,4.7,1.0,7.459768168424346,1.0,100.0,100.0,-2.76,A
1030010154,1,1.8,1.0,1.848875012703129,0.0,100.0,0.0,-0.05,A
1030010156,1,0.9,1.0,0.8802249454862776,0.0,100.0,0.0,0.02,A
1030010159,1,2.6,1.0,2.599886728057491,0.0,100.0,0.0,0.0,A
1030010160,1,4.6,1.0,2.892085250638516,1.0,100.0,100.0,1.71,A
1030010161,1,0.7,1.0,0.8670134442411052,1.0,100.0,100.0,-0.17,A
1030010163,1,3.5,1.0,3.590888822636551,0.0,100.0,0.0,-0.09,A
1030010165,1,6.0,1.0,6.042799318206728,0.0,100.0,0.0,-0.04,A
1030010166,1,1.6,1.0,0.6117115632277079,1.0,100.0,100.0,0.99,A
1030010168,1,0.9,1.0,0.9579707664349194,0.0,100.0,0.0,-0.06,A
1030010169,1,1.2,1.0,1.7270987083986946,1.0,100.0,100.0,-0.53,A
1030010170,1,1.1,1.0,2.578391675384234,1.0,100.0,100.0,-1.48,A
1030010171,1,3.0,1.0,2.468447105515803,1.0,100.0,100.0,0.53,A
1030010172,1,2.7,0.0,0.0,0.0,0.0,0.0,2.7,A
1030010173,1,0.6,1.0,0.6134331985459015,0.0,100.0,0.0,-0.01,A
1030010174,1,2.1,1.0,0.9792366838960764,1.0,100.0,100.0,1.12,A
1030010175,1,0.9,1.0,1.7936155936149112,1.0,100.0,100.0,-0.89,A
1030010176,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,A
1030010177,1,5.2,0.0,0.0,0.0,0.0,0.0,5.2,A
1030010179,1,0.6,1.0,0.5666861641259209,0.0,100.0,0.0,0.03,A
1030010180,1,3.1,1.0,3.2071857986071683,0.0,100.0,0.0,-0.11,A
1030010182,1,2.6,1.0,0.4033751394295428,1.0,100.0,100.0,2.2,A
1030010183,1,5.4,1.0,5.425195217606335,0.0,100.0,0.0,-0.03,A
1030010184,1,2.1,1.0,1.9896352188152269,0.0,100.0,0.0,0.11,A
1030010185,1,3.4,1.0,1.633892611520426,1.0,100.0,100.0,1.77,A
1030010187,1,3.7,1.0,3.7481718527323498,0.0,100.0,0.0,-0.05,A
1030010189,1,2.3,1.0,2.220123546633644,0.0,100.0,0.0,0.08,A
1030010190,1,3.3,1.0,3.5367081179424624,0.0,100.0,0.0,-0.24,A
1030010191,1,3.3,1.0,1.3231547221486666,1.0,100.0,100.0,1.98,A
1030010192,1,1.0,1.0,1.1110697862640264,1.0,100.0,100.0,-0.11,A
1030010197,1,1.2,1.0,1.2387498895303342,0.0,100.0,0.0,-0.04,A
1030010198,1,0.8,1.0,0.8436230355433143,0.0,100.0,0.0,-0.04,A
1030010199,1,1.4,1.0,1.2802470155258834,0.0,100.0,0.0,0.12,A
1030010201,1,6.7,1.0,3.161438942691724,1.0,100.0,100.0,3.54,A
1030010202,1,1.1,1.0,1.1547515906303236,0.0,100.0,0.0,-0.05,A
1030010203,1,1.0,1.0,2.5862705195818845,1.0,100.0,100.0,-1.59,A
1030010204,1,2.2,1.0,2.305668529523712,0.0,100.0,0.0,-0.11,A
1030010205,1,1.9,1.0,1.6968518795077656,1.0,100.0,100.0,0.2,A
1030010207,1,1.6,1.0,2.2433631686021616,1.0,100.0,100.0,-0.64,A
1030010208,1,1.4,1.0,0.8373959748820061,1.0,100.0,100.0,0.56,A
1030010209,1,6.9,1.0,1.2452980561645253,1.0,100.0,100.0,5.65,A
1030010210,1,1.7,1.0,1.5848705042644224,0.0,100.0,0.0,0.12,A
1030010211,1,1.6,1.0,1.554881460785012,0.0,100.0,0.0,0.05,A
1030010212,1,6.8,1.0,6.423350711879743,0.0,100.0,0.0,0.38,A
1030010213,1,1.7,1.0,1.732022137903377,0.0,100.0,0.0,-0.03,A
1030010215,1,1.2,1.0,1.1855595475204654,0.0,100.0,0.0,0.01,A
1030010217,1,1.6,1.0,0.3477642846386436,1.0,100.0,100.0,1.25,A
1030010218,1,0.9,1.0,0.4187131578185195,1.0,100.0,100.0,0.48,A
1030010219,1,1.8,1.0,1.7848157923916184,0.0,100.0,0.0,0.02,A
1030010220,1,1.7,1.0,1.7101988988849284,0.0,100.0,0.0,-0.01,A
1030010221,1,1.9,1.0,1.8990335948055284,0.0,100.0,0.0,0.0,A
1030010222,1,2.9,1.0,2.938210683870314,0.0,100.0,0.0,-0.04,A
1030010224,1,0.9,1.0,0.8906570694950542,0.0,100.0,0.0,0.01,A
1030010229,1,2.8,1.0,1.3603995149503878,1.0,100.0,100.0,1.44,A
10300103444,1,3.6,0.0,0.0,0.0,0.0,0.0,3.6,A
10300103447,1,2.3,0.0,0.0,0.0,0.0,0.0,2.3,A
10300103448,1,2.2,0.0,0.0,0.0,0.0,0.0,2.2,A
10300103449,1,3.2,0.0,0.0,0.0,0.0,0.0,3.2,A
10300103450,1,2.3,0.0,0.0,0.0,0.0,0.0,2.3,A
10300103451,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,A
10300103452,1,3.3,0.0,0.0,0.0,0.0,0.0,3.3,A
10300103455,1,2.6,0.0,0.0,0.0,0.0,0.0,2.6,A
10300103458,1,7.6,0.0,0.0,0.0,0.0,0.0,7.6,A
10300103460,1,5.8,0.0,0.0,0.0,0.0,0.0,5.8,A
10300103772,1,1.7,0.0,0.0,0.0,0.0,0.0,1.7,A
10300103886,1,3.3,0.0,0.0,0.0,0.0,0.0,3.3,A
10300103887,1,1.5,1.0,1.5285232530832191,0.0,100.0,0.0,-0.03,A
10300103889,1,1.7,1.0,2.2160864432562417,1.0,100.0,100.0,-0.52,A
10300103890,1,2.5,1.0,3.1228073259207876,1.0,100.0,100.0,-0.62,A
10300103891,1,2.9,1.0,2.055631060490654,1.0,100.0,100.0,0.84,A
10300103892,1,3.0,1.0,4.6519835859349605,1.0,100.0,100.0,-1.65,A
10300103893,1,0.7,1.0,0.6742156223380306,0.0,100.0,0.0,0.03,A
10300103894,1,3.2,0.0,0.0,0.0,0.0,0.0,3.2,A
10300103896,1,2.1,0.0,0.0,0.0,0.0,0.0,2.1,A
10300103897,1,1.7,1.0,1.7055821811767569,0.0,100.0,0.0,-0.01,A
10300103898,1,1.8,1.0,1.8586451744381416,0.0,100.0,0.0,-0.06,A
10300103899,1,0.35,1.0,0.3831629295237894,0.0,100.0,0.0,-0.03,A
10300103900,1,2.2,1.0,2.0517613190423987,0.0,100.0,0.0,0.15,A
10300103901,1,4.8,1.0,5.0431660975048995,0.0,100.0,0.0,-0.24,A
10300103902,1,1.3,1.0,1.2458780242886447,0.0,100.0,0.0,0.05,A
10300103903,1,1.1,1.0,1.8333772674858189,1.0,100.0,100.0,-0.73,A
10300103904,1,1.7,1.0,1.1409918168212567,1.0,100.0,100.0,0.56,A
10300103905,1,0.7,1.0,1.101503470002133,1.0,100.0,100.0,-0.4,A
10300103906,1,1.3,1.0,1.5603307296078068,1.0,100.0,100.0,-0.26,A
10300103907,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,A
10300103908,1,3.1,0.0,0.0,0.0,0.0,0.0,3.1,A
10300103909,1,0.9,1.0,1.2889831722441174,1.0,100.0,100.0,-0.39,A
10300103910,1,0.6,0.0,0.0,0.0,0.0,0.0,0.6,A
10300103911,1,3.3,0.0,0.0,0.0,0.0,0.0,3.3,A
10300103912,1,1.8,1.0,1.518815781252666,1.0,100.0,100.0,0.28,A
10300103913,1,4.5,1.0,4.552515579010077,0.0,100.0,0.0,-0.05,A
10300104068,1,3.3,0.0,0.0,0.0,0.0,0.0,3.3,A
10300104332,1,2.83,1.0,2.889711671923723,0.0,100.0,0.0,-0.06,A
10300104333,1,1.2,1.0,1.2305478774588026,0.0,100.0,0.0,-0.03,A
10300104336,1,1.52,1.0,1.5561515980459084,0.0,100.0,0.0,-0.04,A
10300104337,1,1.49,1.0,1.525173979089602,0.0,100.0,0.0,-0.04,A
10300104339,1,1.05,1.0,1.079500086223674,0.0,100.0,0.0,-0.03,A
10300104340,1,6.7,1.0,6.8311210245906056,0.0,100.0,0.0,-0.13,A
10300104341,1,2.03,1.0,2.0705847292656756,0.0,100.0,0.0,-0.04,A
10300104342,1,1.1,0.0,0.0,0.0,0.0,0.0,1.1,A
10300104343,1,1.32,1.0,1.3489892959691947,0.0,100.0,0.0,-0.03,A
10300104344,1,1.11,1.0,1.321395061776398,1.0,100.0,100.0,-0.21,A
10300104345,1,1.32,1.0,1.3448642133808728,0.0,100.0,0.0,-0.02,A
10300104346,1,1.21,1.0,1.2380099999222054,0.0,100.0,0.0,-0.03,A
10300104347,1,6.74,0.0,0.0,0.0,0.0,0.0,6.74,A
10300104348,1,2.99,1.0,3.051774233105441,0.0,100.0,0.0,-0.06,A
10300104349,1,1.03,1.0,1.0283573899896634,0.0,100.0,0.0,0.0,A
10300104350,1,2.1,1.0,2.1448456832549656,0.0,100.0,0.0,-0.04,A
10300104351,1,1.05,1.0,1.0716685176731346,0.0,100.0,0.0,-0.02,A
10300104352,1,1.09,0.0,0.0,0.0,0.0,0.0,1.09,A
10300104353,1,1.78,0.0,0.0,0.0,0.0,0.0,1.78,A
10300104354,1,2.72,1.0,2.7744902530692133,0.0,100.0,0.0,-0.05,A
10300104355,1,1.25,1.0,1.2740265497733634,0.0,100.0,0.0,-0.02,A
10300104356,1,1.92,0.0,0.0,0.0,0.0,0.0,1.92,A
10300104357,1,4.51,1.0,4.41645721083107,0.0,100.0,0.0,0.09,A
10300104358,1,1.43,0.0,0.0,0.0,0.0,0.0,1.43,A
10300104359,1,1.6,1.0,1.6304453652315778,0.0,100.0,0.0,-0.03,A
10300104360,1,2.23,1.0,2.272287616643742,0.0,100.0,0.0,-0.04,A
10300104361,1,2.86,1.0,2.917040858787079,0.0,100.0,0.0,-0.06,A
10300104362,1,1.54,0.0,0.0,0.0,0.0,0.0,1.54,A
10300104363,1,1.18,1.0,1.2083538085880414,0.0,100.0,0.0,-0.03,A
10300104364,1,0.69,0.0,0.0,0.0,0.0,0.0,0.69,A
10300104365,1,1.3,1.0,1.330335463449629,0.0,100.0,0.0,-0.03,A
10300104366,1,2.35,1.0,2.343269688829235,0.0,100.0,0.0,0.01,A
10300104368,1,1.09,1.0,1.1203051958582595,0.0,100.0,0.0,-0.03,A
10300104369,1,0.58,1.0,0.592775555256821,0.0,100.0,0.0,-0.01,A
10300104370,1,0.96,1.0,0.9840351232376632,0.0,100.0,0.0,-0.02,A
10300104375,1,0.55,1.0,0.5645679289357428,0.0,100.0,0.0,-0.01,A
10300104376,1,4.16,1.0,4.240862588371907,0.0,100.0,0.0,-0.08,A
10300104379,1,1.08,1.0,1.1013146089834531,0.0,100.0,0.0,-0.02,A
10300104383,1,0.75,1.0,0.769585716736427,0.0,100.0,0.0,-0.02,A
10300104384,1,0.62,1.0,0.6323063075742651,0.0,100.0,0.0,-0.01,A
10300104388,1,1.02,1.0,1.0413893365076965,0.0,100.0,0.0,-0.02,A
10300104390,1,1.18,1.0,1.207751399731591,0.0,100.0,0.0,-0.03,A
10300104391,1,2.43,1.0,2.4782501970942796,0.0,100.0,0.0,-0.05,A
10300104392,1,2.24,1.0,2.2837673841841233,0.0,100.0,0.0,-0.04,A
10300104394,1,1.58,0.0,0.0,0.0,0.0,0.0,1.58,A
10300104395,1,1.44,1.0,1.470959569003244,0.0,100.0,0.0,-0.03,A
10300104397,1,2.35,1.0,2.4003663062296248,0.0,100.0,0.0,-0.05,A
10300104398,1,1.79,1.0,1.8324189956640469,0.0,100.0,0.0,-0.04,A
10300104399,1,11.94,1.0,12.167178117620509,0.0,100.0,0.0,-0.23,A
10300104400,1,1.19,1.0,1.213953109608698,0.0,100.0,0.0,-0.02,A
10300104401,1,2.03,0.0,0.0,0.0,0.0,0.0,2.03,A
10300104402,1,1.87,1.0,1.9112272715060423,0.0,100.0,0.0,-0.04,A
10300104403,1,1.48,1.0,1.5076272135945623,0.0,100.0,0.0,-0.03,A
10300104404,1,1.22,1.0,1.2513516220926506,0.0,100.0,0.0,-0.03,A
10300104405,1,1.58,0.0,0.0,0.0,0.0,0.0,1.58,A
10300104406,1,1.5,1.0,1.5304021088301194,0.0,100.0,0.0,-0.03,A
10300104408,1,3.65,1.0,3.7180846651865593,0.0,100.0,0.0,-0.07,A
10300104410,1,0.9,1.0,0.925360679940052,0.0,100.0,0.0,-0.03,A
10300104412,1,1.0,1.0,1.0221297962067315,0.0,100.0,0.0,-0.02,A
10300104413,1,1.5,1.0,1.530660056062812,0.0,100.0,0.0,-0.03,A
10300104416,1,1.51,0.0,0.0,0.0,0.0,0.0,1.51,A
10300104417,1,2.36,1.0,2.409005277681454,0.0,100.0,0.0,-0.05,A
10300104421,1,1.19,1.0,1.2135215008326026,0.0,100.0,0.0,-0.02,A
10300104422,1,3.67,1.0,3.739480220569445,0.0,100.0,0.0,-0.07,A
1030012128,1,3.2,1.0,3.3034547128602143,0.0,100.0,0.0,-0.1,A
1030012129,1,1.0,1.0,1.0550807728902674,0.0,100.0,0.0,-0.06,A
1030012130,1,0.8,1.0,0.7936901963241878,0.0,100.0,0.0,0.01,A
1030012131,1,1.2,1.0,0.5944953285234583,1.0,100.0,100.0,0.61,A
1030012133,1,1.2,1.0,1.1566873441744017,0.0,100.0,0.0,0.04,A
1030012136,1,2.8,1.0,2.874904267997366,0.0,100.0,0.0,-0.07,A
1030012138,1,1.1,1.0,1.1251700587916131,0.0,100.0,0.0,-0.03,A
1030012139,1,3.7,1.0,3.708322436593412,0.0,100.0,0.0,-0.01,A
1030012142,1,3.4,1.0,3.4074435247530506,0.0,100.0,0.0,-0.01,A
1030012145,1,1.7,1.0,1.7684914915668666,0.0,100.0,0.0,-0.07,A
1030012146,1,1.2,1.0,1.1681337446938524,0.0,100.0,0.0,0.03,A
1030012149,1,3.5,1.0,1.5790336164594616,1.0,100.0,100.0,1.92,A
1030012150,1,2.2,1.0,2.247320377838914,0.0,100.0,0.0,-0.05,A
1030012151,1,1.4,1.0,1.4034668512940882,0.0,100.0,0.0,-0.0,A
1030012152,1,3.6,0.0,0.0,0.0,0.0,0.0,3.6,A
1030012153,1,3.3,1.0,3.301843582693728,0.0,100.0,0.0,-0.0,A
1030012154,1,0.6,1.0,0.6354522816092452,0.0,100.0,0.0,-0.04,A
1030012155,1,2.1,1.0,2.127656413901929,0.0,100.0,0.0,-0.03,A
1030012156,1,0.8,1.0,0.8488734879641235,0.0,100.0,0.0,-0.05,A
1030012157,1,2.3,0.0,0.0,0.0,0.0,0.0,2.3,A
1030012158,1,3.8,1.0,3.87512174021344,0.0,100.0,0.0,-0.08,A
1030012159,1,1.1,1.0,1.095523119891965,0.0,100.0,0.0,0.0,A
1030012162,1,0.7,1.0,0.6809603823438334,0.0,100.0,0.0,0.02,A
1030012163,1,1.4,1.0,1.411494843159912,0.0,100.0,0.0,-0.01,A
1030012164,1,0.7,0.0,0.0,0.0,0.0,0.0,0.7,A
1030012166,1,4.1,1.0,4.117488764632817,0.0,100.0,0.0,-0.02,A
1030012167,1,3.1,1.0,3.175038101156138,0.0,100.0,0.0,-0.08,A
1030012168,1,2.3,1.0,2.3314652040144743,0.0,100.0,0.0,-0.03,A
1030012170,1,2.6,1.0,2.595209919609627,0.0,100.0,0.0,0.0,A
1030012173,1,2.3,1.0,2.3038113551818986,0.0,100.0,0.0,-0.0,A
1030012175,1,2.0,1.0,1.9830922273737004,0.0,100.0,0.0,0.02,A
1030012178,1,2.7,1.0,0.8390507534399904,1.0,100.0,100.0,1.86,A
1030012179,1,1.5,1.0,1.5012556789023854,0.0,100.0,0.0,-0.0,A
1030012180,1,1.6,1.0,1.6286118917340036,0.0,100.0,0.0,-0.03,A
1030012181,1,0.9,1.0,0.9247402929329144,0.0,100.0,0.0,-0.02,A
1030012186,1,1.2,1.0,1.2514264856859745,0.0,100.0,0.0,-0.05,A
1030012187,1,2.0,1.0,2.020216484919746,0.0,100.0,0.0,-0.02,A
1030012188,1,3.0,1.0,3.0178560966009957,0.0,100.0,0.0,-0.02,A
1030012189,1,2.7,1.0,2.739684448583775,0.0,100.0,0.0,-0.04,A
1030012192,1,3.9,1.0,4.039514950816791,0.0,100.0,0.0,-0.14,A
1030012193,1,2.4,1.0,2.389045096183622,0.0,100.0,0.0,0.01,A
1030012194,1,1.5,1.0,1.5335508994157232,0.0,100.0,0.0,-0.03,A
1030012195,1,2.5,1.0,2.5657562744191513,0.0,100.0,0.0,-0.07,A
1030012197,1,4.5,1.0,4.558960676678588,0.0,100.0,0.0,-0.06,A
1030012198,1,2.8,1.0,3.1747772519047177,1.0,100.0,100.0,-0.37,A
1030012199,1,3.6,1.0,3.617685280540849,0.0,100.0,0.0,-0.02,A
1030012200,1,2.3,1.0,2.3222144487878897,0.0,100.0,0.0,-0.02,A
1030012864,1,1.2,1.0,1.1889768236134652,0.0,100.0,0.0,0.01,A
1030012868,1,1.9,1.0,0.895642492975013,1.0,100.0,100.0,1.0,A
1030012887,1,3.1,1.0,2.096159317677894,1.0,100.0,100.0,1.0,A
1030012888,1,1.4,1.0,1.373233555680503,0.0,100.0,0.0,0.03,A
1030012889,1,1.5,1.0,0.7841672030468663,1.0,100.0,100.0,0.72,A
1030012891,1,0.6,1.0,0.6150810084260209,0.0,100.0,0.0,-0.02,A
