code_producteur,nb_plantations_total,superficie_decl_totale,nb_jointes,superficie_calc_totale,nb_anomalies,taux_couverture_geo,taux_anomalies,ecart_surface_total_ha,cooperative
1030040511,1,1.6,1.0,1.621467880538367,0.0,100.0,0.0,-0.02,A
1030040513,1,3.3,1.0,3.3037456295463845,0.0,100.0,0.0,-0.0,A
1030040515,1,5.3,1.0,1.18687835786121,1.0,100.0,100.0,4.11,A
1030040517,1,1.7,1.0,1.6671204284253076,0.0,100.0,0.0,0.03,A
1030040518,1,2.4,1.0,1.174406264141808,1.0,100.0,100.0,1.23,A
1030040519,1,3.6,0.0,0.0,0.0,0.0,0.0,3.6,A
1030040520,1,5.6,1.0,4.4158777498286375,1.0,100.0,100.0,1.18,A
1030040521,1,1.3,1.0,0.8127219160979114,1.0,100.0,100.0,0.49,A
1030040522,1,1.6,1.0,2.1504063298556386,1.0,100.0,100.0,-0.55,A
1030040524,1,2.1,1.0,1.0721367101423809,1.0,100.0,100.0,1.03,A
1030040525,1,1.1,1.0,1.4567132506862144,1.0,100.0,100.0,-0.36,A
1030040526,1,1.4,1.0,1.9701294796655735,1.0,100.0,100.0,-0.57,A
1030040527,1,1.8,1.0,1.8168234101503025,0.0,100.0,0.0,-0.02,A
1030040528,1,1.9,1.0,1.2719135032721982,1.0,100.0,100.0,0.63,A
1030040529,1,4.2,1.0,1.4352147206599604,1.0,100.0,100.0,2.76,A
1030040530,1,2.5,1.0,1.7815777975032547,1.0,100.0,100.0,0.72,A
1030040531,1,0.9,1.0,1.341450436615791,1.0,100.0,100.0,-0.44,A
1030040532,1,0.3,1.0,0.739619995459185,1.0,100.0,100.0,-0.44,A
1030040533,1,4.7,1.0,1.6203382770378272,1.0,100.0,100.0,3.08,A
1030040534,1,0.8,1.0,1.2129811466772569,1.0,100.0,100.0,-0.41,A
1030040535,1,0.7,1.0,0.7516525890514161,0.0,100.0,0.0,-0.05,A
1030040536,1,1.1,1.0,0.7796029018300709,1.0,100.0,100.0,0.32,A
1030040537,1,0.6,1.0,0.8774898575192458,1.0,100.0,100.0,-0.28,A
1030040538,1,2.0,1.0,2.0866599034922695,0.0,100.0,0.0,-0.09,A
1030040539,1,3.9,1.0,1.4117224953917933,1.0,100.0,100.0,2.49,A
1030040540,1,1.8,1.0,1.4667056431888557,1.0,100.0,100.0,0.33,A
1030040541,1,1.4,0.0,0.0,0.0,0.0,0.0,1.4,A
1030040542,1,0.5,1.0,0.4998308812899993,0.0,100.0,0.0,0.0,A
1030040544,1,1.7,1.0,1.624044270640412,0.0,100.0,0.0,0.08,A
1030040548,1,0.5,1.0,0.493754240585353,0.0,100.0,0.0,0.01,A
1030040551,1,0.9,1.0,0.8510497357536211,0.0,100.0,0.0,0.05,A
1030040552,1,1.6,1.0,1.5625024747382723,0.0,100.0,0.0,0.04,A
1030040553,1,2.2,1.0,1.7339927519552396,1.0,100.0,100.0,0.47,A
1030040554,1,2.6,1.0,0.5072081362388303,1.0,100.0,100.0,2.09,A
1030040555,1,1.8,1.0,0.3651364085319758,1.0,100.0,100.0,1.43,A
1030040556,1,8.0,1.0,3.872850874144138,1.0,100.0,100.0,4.13,A
1030040558,1,2.1,0.0,0.0,0.0,0.0,0.0,2.1,A
1030040559,1,1.9,1.0,1.9009340057611233,0.0,100.0,0.0,-0.0,A
1030040561,1,0.6,1.0,0.5699713052210035,0.0,100.0,0.0,0.03,A
1030040562,1,1.2,1.0,0.5376448352224934,1.0,100.0,100.0,0.66,A
1030040564,1,4.7,1.0,4.054880934678293,1.0,100.0,100.0,0.65,A
1030040570,1,0.9,1.0,1.1372908208774155,1.0,100.0,100.0,-0.24,A
1030040571,1,1.4,1.0,1.3872362690590494,0.0,100.0,0.0,0.01,A
1030040572,1,1.1,1.0,1.1397560931449076,0.0,100.0,0.0,-0.04,A
1030040573,1,1.2,1.0,1.492907399901992,1.0,100.0,100.0,-0.29,A
1030040574,1,1.8,1.0,1.1677935638848795,1.0,100.0,100.0,0.63,A
1030040575,1,3.2,1.0,1.8506501013182517,1.0,100.0,100.0,1.35,A
1030040576,1,2.7,1.0,2.6651181359666145,0.0,100.0,0.0,0.03,A
1030040577,1,2.0,1.0,1.9380662165321592,0.0,100.0,0.0,0.06,A
1030040579,1,5.0,1.0,2.792730434075868,1.0,100.0,100.0,2.21,A
1030040580,1,3.8,1.0,2.5229491120098357,1.0,100.0,100.0,1.28,A
1030040581,1,0.5,1.0,0.8334105425511722,1.0,100.0,100.0,-0.33,A
1030040583,1,0.8,1.0,0.784498217635298,0.0,100.0,0.0,0.02,A
1030040584,1,5.8,1.0,5.033936557929633,1.0,100.0,100.0,0.77,A
1030040586,1,1.8,1.0,0.8842271694545483,1.0,100.0,100.0,0.92,A
1030040588,1,0.7,1.0,0.7120269533087071,0.0,100.0,0.0,-0.01,A
1030040589,1,1.7,1.0,1.923350437628122,1.0,100.0,100.0,-0.22,A
1030043435,1,0.8,1.0,0.7788901726786908,0.0,100.0,0.0,0.02,A
1030043436,1,0.6,0.0,0.0,0.0,0.0,0.0,0.6,A
1030043437,1,2.5,0.0,0.0,0.0,0.0,0.0,2.5,A
1030043445,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,A
1030043446,1,1.5,0.0,0.0,0.0,0.0,0.0,1.5,A
1030043447,1,1.1,0.0,0.0,0.0,0.0,0.0,1.1,A
1030043449,1,1.5,1.0,1.3240309783777062,1.0,100.0,100.0,0.18,A
1030043450,1,1.6,0.0,0.0,0.0,0.0,0.0,1.6,A
10300503481,1,2.1,1.0,1.6777494928931185,1.0,100.0,100.0,0.42,A
1030050999,1,1.0,1.0,2.0944967807457315,1.0,100.0,100.0,-1.09,A
1030051002,1,1.1,0.0,0.0,0.0,0.0,0.0,1.1,A
1030051003,1,1.0,1.0,0.8345147688410692,1.0,100.0,100.0,0.17,A
1030051004,1,1.0,1.0,0.9989479249733282,0.0,100.0,0.0,0.0,A
1030051005,1,4.9,0.0,0.0,0.0,0.0,0.0,4.9,A
1030051006,1,0.3,1.0,0.3396427059064938,1.0,100.0,100.0,-0.04,A
1030051007,1,1.3,0.0,0.0,0.0,0.0,0.0,1.3,A
1030051009,1,0.9,1.0,2.5415447884526863,1.0,100.0,100.0,-1.64,A
1030051010,1,2.3,1.0,2.3743098233124913,0.0,100.0,0.0,-0.07,A
1030051011,1,2.2,0.0,0.0,0.0,0.0,0.0,2.2,A
1030051012,1,0.7,1.0,0.8648273128055464,1.0,100.0,100.0,-0.16,A
1030051013,1,1.0,1.0,0.8068358471525173,1.0,100.0,100.0,0.19,A
1030051014,1,7.6,0.0,0.0,0.0,0.0,0.0,7.6,A
1030051015,1,4.1,1.0,4.211074930487575,0.0,100.0,0.0,-0.11,A
1030051017,1,3.5,1.0,1.616860087910973,1.0,100.0,100.0,1.88,A
1030051019,1,1.0,1.0,0.9552489505436926,0.0,100.0,0.0,0.04,A
1030051020,1,0.7,1.0,0.5893076585430548,1.0,100.0,100.0,0.11,A
1030051021,1,2.4,1.0,0.935370244733029,1.0,100.0,100.0,1.46,A
1030051022,1,0.2,1.0,0.596032703209915,1.0,100.0,100.0,-0.4,A
1030051023,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,A
1030051024,1,1.0,1.0,0.8528501310075335,1.0,100.0,100.0,0.15,A
1030051025,1,1.2,1.0,0.3304788099845953,1.0,100.0,100.0,0.87,A
1030051026,1,1.4,1.0,0.9993539055934804,1.0,100.0,100.0,0.4,A
1030051027,1,1.2,1.0,1.320958168897646,1.0,100.0,100.0,-0.12,A
1030051028,1,2.9,0.0,0.0,0.0,0.0,0.0,2.9,A
1030051030,1,2.0,1.0,2.0476470083042893,0.0,100.0,0.0,-0.05,A
1030051031,1,1.3,1.0,1.3191818955537489,0.0,100.0,0.0,-0.02,A
1030051032,1,3.2,0.0,0.0,0.0,0.0,0.0,3.2,A
1030051033,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,A
1030051034,1,0.7,1.0,0.4190043174156992,1.0,100.0,100.0,0.28,A
1030051035,1,0.6,1.0,0.4612067075169402,1.0,100.0,100.0,0.14,A
1030051037,1,0.5,1.0,0.2412401287184624,1.0,100.0,100.0,0.26,A
1030051040,1,1.5,0.0,0.0,0.0,0.0,0.0,1.5,A
1030051041,1,2.0,1.0,1.810193890901281,0.0,100.0,0.0,0.19,A
1030051043,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,A
1030051046,1,1.1,0.0,0.0,0.0,0.0,0.0,1.1,A
1030051047,1,1.4,1.0,1.1540022997013164,1.0,100.0,100.0,0.25,A
1030051048,1,1.6,1.0,0.3022519558520797,1.0,100.0,100.0,1.3,A
1030051049,1,1.3,0.0,0.0,0.0,0.0,0.0,1.3,A
1030051050,1,0.7,1.0,0.3489473690766377,1.0,100.0,100.0,0.35,A
1030051051,1,1.5,0.0,0.0,0.0,0.0,0.0,1.5,A
1030051052,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,A
10300603482,1,2.3,0.0,0.0,0.0,0.0,0.0,2.3,A
10300603483,1,3.5,0.0,0.0,0.0,0.0,0.0,3.5,A
1030061309,1,0.5,1.0,0.4716521054248905,0.0,100.0,0.0,0.03,A
1030061310,1,1.0,1.0,0.9956804645031704,0.0,100.0,0.0,0.0,A
1030061315,1,0.6,1.0,0.6029176082689294,0.0,100.0,0.0,-0.0,A
1030061317,1,1.2,1.0,1.165350957337469,0.0,100.0,0.0,0.03,A
1030061318,1,0.9,1.0,0.9136544164110396,0.0,100.0,0.0,-0.01,A
1030061319,1,2.8,1.0,2.8770057862999145,0.0,100.0,0.0,-0.08,A
1030061320,1,1.3,1.0,1.336921167822641,0.0,100.0,0.0,-0.04,A
1030061321,1,1.0,1.0,0.9695045939310204,0.0,100.0,0.0,0.03,A
1030061323,1,1.1,1.0,1.1187801595860156,0.0,100.0,0.0,-0.02,A
1030061325,1,5.8,1.0,2.407840089470969,1.0,100.0,100.0,3.39,A
1030061330,1,0.5,1.0,0.5107636021035629,0.0,100.0,0.0,-0.01,A
1030061332,1,0.6,1.0,0.5594769683994756,0.0,100.0,0.0,0.04,A
1030061333,1,0.7,1.0,0.7117329973374407,0.0,100.0,0.0,-0.01,A
1030061335,1,0.7,1.0,0.7367899021429195,0.0,100.0,0.0,-0.04,A
1030061339,1,1.3,1.0,1.3284376559404647,0.0,100.0,0.0,-0.03,A
1030061341,1,1.4,1.0,1.434342984414485,0.0,100.0,0.0,-0.03,A
1030061345,1,0.4,1.0,0.3785584194842153,0.0,100.0,0.0,0.02,A
1030061349,1,1.0,1.0,1.004828445222251,0.0,100.0,0.0,-0.0,A
1030061352,1,0.4,1.0,0.371896233404516,0.0,100.0,0.0,0.03,A
1030061353,1,3.2,1.0,3.2232833792776137,0.0,100.0,0.0,-0.02,A
1030061354,1,5.7,1.0,5.727121035235212,0.0,100.0,0.0,-0.03,A
1030061355,1,1.9,1.0,1.944625694078916,0.0,100.0,0.0,-0.04,A
1030063161,1,0.6,1.0,0.6275414074780395,0.0,100.0,0.0,-0.03,A
1030063163,1,0.8,1.0,0.7806649013804127,0.0,100.0,0.0,0.02,A
1030070322,1,1.1,1.0,0.647052264516485,1.0,100.0,100.0,0.45,A
1030070323,1,2.7,1.0,0.4815953375232936,1.0,100.0,100.0,2.22,A
1030070325,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,A
1030070326,1,0.4,0.0,0.0,0.0,0.0,0.0,0.4,A
1030070327,1,2.2,0.0,0.0,0.0,0.0,0.0,2.2,A
1030070328,1,2.8,1.0,0.9176224133693722,1.0,100.0,100.0,1.88,A
1030070329,1,2.6,1.0,1.5141011285182349,1.0,100.0,100.0,1.09,A
1030070330,1,0.3,1.0,0.3701222080383939,1.0,100.0,100.0,-0.07,A
1030070331,1,0.6,0.0,0.0,0.0,0.0,0.0,0.6,A
1030070335,1,0.6,0.0,0.0,0.0,0.0,0.0,0.6,A
1030070336,1,1.3,0.0,0.0,0.0,0.0,0.0,1.3,A
1030070338,1,0.5,1.0,0.3032008638235365,1.0,100.0,100.0,0.2,A
1030070340,1,0.9,1.0,0.3957312651251202,1.0,100.0,100.0,0.5,A
1030070341,1,0.5,1.0,0.3746148058508081,1.0,100.0,100.0,0.13,A
1030070343,1,2.0,1.0,0.9664367009852962,1.0,100.0,100.0,1.03,A
1030070347,1,0.7,0.0,0.0,0.0,0.0,0.0,0.7,A
1030070348,1,1.4,0.0,0.0,0.0,0.0,0.0,1.4,A
10300703485,1,2.3,0.0,0.0,0.0,0.0,0.0,2.3,A
10300703486,1,3.1,0.0,0.0,0.0,0.0,0.0,3.1,A
10300703487,1,4.0,1.0,4.301897275943994,0.0,100.0,0.0,-0.3,A
1030070350,1,1.9,0.0,0.0,0.0,0.0,0.0,1.9,A
1030070351,1,1.2,0.0,0.0,0.0,0.0,0.0,1.2,A
1030070352,1,0.8,0.0,0.0,0.0,0.0,0.0,0.8,A
1030070353,1,1.3,1.0,1.8160386365542107,1.0,100.0,100.0,-0.52,A
1030070354,1,0.6,1.0,0.5646172301874998,0.0,100.0,0.0,0.04,A
1030070356,1,0.5,1.0,0.4837273974014605,0.0,100.0,0.0,0.02,A
1030070357,1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,A
1030070358,1,3.0,1.0,1.3927704408082255,1.0,100.0,100.0,1.61,A
1030070359,1,2.7,1.0,2.827345712324735,0.0,100.0,0.0,-0.13,A
1030070360,1,1.4,1.0,1.6294134046321649,1.0,100.0,100.0,-0.23,A
1030070362,1,2.0,1.0,0.4686145934995204,1.0,100.0,100.0,1.53,A
1030070363,1,0.6,1.0,1.3055458626585972,1.0,100.0,100.0,-0.71,A
1030070365,1,2.7,0.0,0.0,0.0,0.0,0.0,2.7,A
1030070366,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,A
1030070367,1,3.4,0.0,0.0,0.0,0.0,0.0,3.4,A
1030070370,1,2.6,0.0,0.0,0.0,0.0,0.0,2.6,A
1030070372,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,A
1030070373,1,1.1,1.0,1.7862216955972583,1.0,100.0,100.0,-0.69,A
1030070377,1,1.0,1.0,2.7560408479454255,1.0,100.0,100.0,-1.76,A
1030070378,1,1.7,0.0,0.0,0.0,0.0,0.0,1.7,A
1030070379,1,1.8,0.0,0.0,0.0,0.0,0.0,1.8,A
1030070380,1,3.2,1.0,2.3607549769517866,1.0,100.0,100.0,0.84,A
1030070381,1,0.4,0.0,0.0,0.0,0.0,0.0,0.4,A
1030070384,1,1.0,1.0,1.5906683972941895,1.0,100.0,100.0,-0.59,A
1030070385,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,A
1030070387,1,0.8,1.0,0.799748843561816,0.0,100.0,0.0,0.0,A
10300703937,1,0.4,1.0,1.527598944173708,1.0,100.0,100.0,-1.13,A
10300703938,1,2.0,1.0,2.7579976541488387,1.0,100.0,100.0,-0.76,A
10300703939,1,1.5,1.0,2.0786226786520667,1.0,100.0,100.0,-0.58,A
10300703940,1,2.3,1.0,2.8692458839966744,1.0,100.0,100.0,-0.57,A
10300703941,1,0.5,1.0,0.5239667894164363,0.0,100.0,0.0,-0.02,A
10300703942,1,3.5,1.0,3.6572973551116776,0.0,100.0,0.0,-0.16,A
10300703943,1,0.5,1.0,1.3950542113118685,1.0,100.0,100.0,-0.9,A
10300703944,1,0.9,1.0,2.817088601539686,1.0,100.0,100.0,-1.92,A
10300704591,1,2.27,0.0,0.0,0.0,0.0,0.0,2.27,A
10300704592,1,0.81,1.0,0.8313415588281532,0.0,100.0,0.0,-0.02,A
10300704593,1,2.01,1.0,2.056770761574944,0.0,100.0,0.0,-0.05,A
10300704596,1,2.39,1.0,2.441819359095847,0.0,100.0,0.0,-0.05,A
10300704597,1,0.53,1.0,0.5484718570202496,0.0,100.0,0.0,-0.02,A
10300704598,1,1.7,1.0,1.7383715908622994,0.0,100.0,0.0,-0.04,A
10300704599,1,1.99,1.0,2.028824541128607,0.0,100.0,0.0,-0.04,A
10300704600,1,1.34,1.0,1.3684916486856835,0.0,100.0,0.0,-0.03,A
1030072348,1,0.7,0.0,0.0,0.0,0.0,0.0,0.7,A
1030072349,1,0.9,1.0,0.2639378694581755,1.0,100.0,100.0,0.64,A
1030073692,1,2.3,1.0,1.8527951370796223,1.0,100.0,100.0,0.45,A
1030073693,1,2.4,1.0,0.5899513177692358,1.0,100.0,100.0,1.81,A
1030073694,1,0.7,1.0,0.6583663798448258,0.0,100.0,0.0,0.04,A
1030073695,1,2.8,1.0,2.354550044631713,1.0,100.0,100.0,0.45,A
1030073696,1,5.7,1.0,2.0164737376608657,1.0,100.0,100.0,3.68,A
1030073697,1,4.1,1.0,0.8448982190445631,1.0,100.0,100.0,3.26,A
1030073699,1,5.7,1.0,1.6106011358884091,1.0,100.0,100.0,4.09,A
1030073706,1,2.1,1.0,0.4146855891130979,1.0,100.0,100.0,1.69,A
1030073708,1,3.8,0.0,0.0,0.0,0.0,0.0,3.8,A
1030073709,1,1.3,0.0,0.0,0.0,0.0,0.0,1.3,A
10300803493,1,2.7,0.0,0.0,0.0,0.0,0.0,2.7,A
10300803496,1,4.3,0.0,0.0,0.0,0.0,0.0,4.3,A
10300803498,1,3.3,0.0,0.0,0.0,0.0,0.0,3.3,A
10300803499,1,3.5,0.0,0.0,0.0,0.0,0.0,3.5,A
10300803500,1,2.7,0.0,0.0,0.0,0.0,0.0,2.7,A
10300803501,1,3.4,0.0,0.0,0.0,0.0,0.0,3.4,A
10300803502,1,4.3,0.0,0.0,0.0,0.0,0.0,4.3,A
10300803503,1,6.6,0.0,0.0,0.0,0.0,0.0,6.6,A
10300803504,1,3.1,0.0,0.0,0.0,0.0,0.0,3.1,A
10300803505,1,2.1,0.0,0.0,0.0,0.0,0.0,2.1,A
10300803506,1,2.5,0.0,0.0,0.0,0.0,0.0,2.5,A
10300803507,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,A
10300803508,1,3.1,0.0,0.0,0.0,0.0,0.0,3.1,A
10300803992,1,1.3,1.0,1.7880367960513188,1.0,100.0,100.0,-0.49,A
10300803993,1,1.0,1.0,1.5142541792098887,1.0,100.0,100.0,-0.51,A
10300803994,1,0.8,1.0,0.8919928487222283,1.0,100.0,100.0,-0.09,A
10300803996,1,0.9,1.0,2.4773906484377157,1.0,100.0,100.0,-1.58,A
10300803998,1,3.2,1.0,1.9027472959518057,1.0,100.0,100.0,1.3,A
10300803999,1,3.6,1.0,1.378675189786969,1.0,100.0,100.0,2.22,A
10300804000,1,0.8,0.0,0.0,0.0,0.0,0.0,0.8,A
10300804001,1,3.9,1.0,1.3213389633841517,1.0,100.0,100.0,2.58,A
10300804003,1,4.2,1.0,0.2451259201099475,1.0,100.0,100.0,3.95,A
10300804004,1,3.2,1.0,0.5666325890931463,1.0,100.0,100.0,2.63,A
10300804005,1,1.4,1.0,0.821359100147882,1.0,100.0,100.0,0.58,A
10300804006,1,1.8,1.0,1.259206511839324,1.0,100.0,100.0,0.54,A
10300804007,1,0.5,1.0,1.339128551386532,1.0,100.0,100.0,-0.84,A
10300804008,1,3.1,1.0,0.7692644878026539,1.0,100.0,100.0,2.33,A
10300804010,1,1.5,1.0,0.9453025940830082,1.0,100.0,100.0,0.55,A
10300804011,1,3.6,1.0,0.8370033730449268,1.0,100.0,100.0,2.76,A
10300804014,1,3.3,1.0,0.4755472606842184,1.0,100.0,100.0,2.82,A
10300804022,1,7.2,1.0,1.6563656330473524,1.0,100.0,100.0,5.54,A
10300804023,1,2.9,1.0,2.216274564438554,1.0,100.0,100.0,0.68,A
10300804024,1,0.4,1.0,1.0354575937344097,1.0,100.0,100.0,-0.64,A
10300804025,1,0.5,1.0,1.8144880746801035,1.0,100.0,100.0,-1.31,A
10300804026,1,2.1,1.0,0.6200860157630761,1.0,100.0,100.0,1.48,A
10300804027,1,0.8,1.0,1.0019624010350774,1.0,100.0,100.0,-0.2,A
10300804028,1,0.2,1.0,1.4479968954135365,1.0,100.0,100.0,-1.25,A
10300804029,1,1.6,0.0,0.0,0.0,0.0,0.0,1.6,A
10300804030,1,2.5,1.0,1.8698343136277291,1.0,100.0,100.0,0.63,A
10300804031,1,1.2,1.0,0.4782180247527899,1.0,100.0,100.0,0.72,A
10300804032,1,0.4,1.0,0.8690831429374177,1.0,100.0,100.0,-0.47,A
10300804033,1,1.4,1.0,1.3142880961865502,0.0,100.0,0.0,0.09,A
10300804034,1,1.4,1.0,1.818613219318011,1.0,100.0,100.0,-0.42,A
10300804036,1,4.3,1.0,1.5987870939314035,1.0,100.0,100.0,2.7,A
10300804037,1,2.6,1.0,1.25277025834182,1.0,100.0,100.0,1.35,A
10300804038,1,2.4,1.0,0.4888504573215483,1.0,100.0,100.0,1.91,A
10300804039,1,1.0,1.0,1.4169549776596126,1.0,100.0,100.0,-0.42,A
10300804040,1,1.8,1.0,1.2898294342023766,1.0,100.0,100.0,0.51,A
10300804041,1,1.4,0.0,0.0,0.0,0.0,0.0,1.4,A
10300804042,1,2.0,1.0,1.2966192795556089,1.0,100.0,100.0,0.7,A
10300804043,1,1.3,1.0,1.2118127893000827,0.0,100.0,0.0,0.09,A
10300804045,1,3.6,1.0,1.286809122525891,1.0,100.0,100.0,2.31,A
10300804046,1,2.2,0.0,0.0,0.0,0.0,0.0,2.2,A
10300804049,1,0.9,1.0,2.963493880583,1.0,100.0,100.0,-2.06,A
10300804050,1,2.6,1.0,0.5024385248791711,1.0,100.0,100.0,2.1,A
10300804052,1,2.1,1.0,0.7333041714647729,1.0,100.0,100.0,1.37,A
10300804055,1,1.7,1.0,1.6071656477155376,0.0,100.0,0.0,0.09,A
10300804056,1,1.0,1.0,1.5055116544658376,1.0,100.0,100.0,-0.51,A
10300804057,1,1.6,1.0,1.2545306179811129,1.0,100.0,100.0,0.35,A
10300804058,1,2.6,1.0,1.6810202844479605,1.0,100.0,100.0,0.92,A
10300804059,1,0.9,1.0,1.468809049376366,1.0,100.0,100.0,-0.57,A
10300804060,1,1.0,1.0,2.5558332032873894,1.0,100.0,100.0,-1.56,A
10300804062,1,1.9,1.0,1.48549335560387,1.0,100.0,100.0,0.41,A
1030081121,1,1.0,1.0,0.972873357866044,0.0,100.0,0.0,0.03,A
1030081122,1,1.1,0.0,0.0,0.0,0.0,0.0,1.1,A
1030081123,1,1.2,1.0,1.2602101806385515,0.0,100.0,0.0,-0.06,A
1030081124,1,2.4,1.0,2.4574927730858818,0.0,100.0,0.0,-0.06,A
1030081125,1,1.5,1.0,1.5091495169733613,0.0,100.0,0.0,-0.01,A
1030081126,1,1.9,1.0,1.9288357707740824,0.0,100.0,0.0,-0.03,A
1030081128,1,1.7,1.0,1.7431731755297817,0.0,100.0,0.0,-0.04,A
1030081129,1,1.7,1.0,1.690640646525482,0.0,100.0,0.0,0.01,A
1030081130,1,8.2,1.0,12.134973762851102,1.0,100.0,100.0,-3.93,A
1030081131,1,1.1,1.0,1.083934061066596,0.0,100.0,0.0,0.02,A
1030081132,1,2.5,1.0,2.590573425253966,0.0,100.0,0.0,-0.09,A
1030081133,1,1.2,1.0,1.1940079105468095,0.0,100.0,0.0,0.01,A
1030081135,1,1.9,1.0,0.6259018799345655,1.0,100.0,100.0,1.27,A
1030081136,1,3.4,1.0,3.5223776255355466,0.0,100.0,0.0,-0.12,A
1030081137,1,1.5,1.0,1.5378105045267003,0.0,100.0,0.0,-0.04,A
1030081138,1,2.9,1.0,2.93476354364063,0.0,100.0,0.0,-0.03,A
1030081139,1,3.2,1.0,3.2396888476458137,0.0,100.0,0.0,-0.04,A
1030081141,1,3.9,1.0,3.922213896215661,0.0,100.0,0.0,-0.02,A
1030081142,1,3.5,1.0,2.271818540637987,1.0,100.0,100.0,1.23,A
1030081143,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,A
1030081144,1,6.0,1.0,6.037536646866028,0.0,100.0,0.0,-0.04,A
1030081146,1,2.5,1.0,2.5639480774042336,0.0,100.0,0.0,-0.06,A
1030081147,1,3.9,1.0,3.985643293188584,0.0,100.0,0.0,-0.09,A
1030081148,1,1.5,0.0,0.0,0.0,0.0,0.0,1.5,A
1030081150,1,2.0,1.0,2.0743815908515533,0.0,100.0,0.0,-0.07,A
1030081151,1,0.9,1.0,0.8970824096152564,0.0,100.0,0.0,0.0,A
1030081152,1,2.3,1.0,2.318961263666793,0.0,100.0,0.0,-0.02,A
1030081154,1,2.3,1.0,2.302157633616985,0.0,100.0,0.0,-0.0,A
1030081158,1,3.8,1.0,3.88062217787624,0.0,100.0,0.0,-0.08,A
1030081160,1,2.0,1.0,2.003485328895276,0.0,100.0,0.0,-0.0,A
1030081161,1,1.9,1.0,1.8790992921189795,0.0,100.0,0.0,0.02,A
1030081162,1,3.0,1.0,1.3613747287967923,1.0,100.0,100.0,1.64,A
1030081163,1,2.0,1.0,1.4933597552869964,1.0,100.0,100.0,0.51,A
1030081164,1,2.3,1.0,2.3224456738248227,0.0,100.0,0.0,-0.02,A
1030081165,1,1.8,1.0,1.8126591664855627,0.0,100.0,0.0,-0.01,A
1030081167,1,1.8,1.0,0.5382613842284,1.0,100.0,100.0,1.26,A
1030081168,1,1.3,1.0,1.293425508820904,0.0,100.0,0.0,0.01,A
1030081171,1,2.2,1.0,2.252251534511621,0.0,100.0,0.0,-0.05,A
1030081172,1,4.7,1.0,3.702882459834079,1.0,100.0,100.0,1.0,A
1030081173,1,5.3,1.0,5.3514366430449,0.0,100.0,0.0,-0.05,A
1030081174,1,2.8,0.0,0.0,0.0,0.0,0.0,2.8,A
1030081175,1,2.3,1.0,2.3070936062554783,0.0,100.0,0.0,-0.01,A
1030081176,1,0.8,1.0,0.8605159249603954,0.0,100.0,0.0,-0.06,A
1030081177,1,1.9,0.0,0.0,0.0,0.0,0.0,1.9,A
1030081179,1,2.6,1.0,2.6141410803787615,0.0,100.0,0.0,-0.01,A
1030081180,1,2.2,1.0,2.222112898715636,0.0,100.0,0.0,-0.02,A
1030081181,1,1.7,1.0,1.7551307078930314,0.0,100.0,0.0,-0.06,A
1030081182,1,4.1,1.0,2.6780456257397156,1.0,100.0,100.0,1.42,A
1030081183,1,0.7,1.0,0.6723271661950402,0.0,100.0,0.0,0.03,A
1030081186,1,1.2,1.0,1.140830425774819,0.0,100.0,0.0,0.06,A
1030081187,1,0.8,1.0,0.8281633417020926,0.0,100.0,0.0,-0.03,A
1030081188,1,1.2,1.0,1.179304753934289,0.0,100.0,0.0,0.02,A
1030081189,1,1.5,1.0,1.56153547219469,0.0,100.0,0.0,-0.06,A
1030081190,1,1.7,1.0,2.8399571927262115,1.0,100.0,100.0,-1.14,A
1030081191,1,3.4,1.0,3.4087599274745344,0.0,100.0,0.0,-0.01,A
1030081193,1,5.5,0.0,0.0,0.0,0.0,0.0,5.5,A
1030081194,1,2.7,1.0,2.5770570764013696,0.0,100.0,0.0,0.12,A
1030081195,1,2.3,1.0,2.3225833179293973,0.0,100.0,0.0,-0.02,A
1030081196,1,1.9,1.0,1.8834377792966044,0.0,100.0,0.0,0.02,A
1030081197,1,1.0,1.0,0.9824160043229602,0.0,100.0,0.0,0.02,A
1030081198,1,4.4,1.0,1.6096572239639984,1.0,100.0,100.0,2.79,A
1030081199,1,0.6,1.0,0.6227197467121351,0.0,100.0,0.0,-0.02,A
1030081201,1,0.9,1.0,0.855901136871938,0.0,100.0,0.0,0.04,A
1030081202,1,5.8,1.0,5.89351209416315,0.0,100.0,0.0,-0.09,A
1030081203,1,2.2,1.0,1.2150015526998992,1.0,100.0,100.0,0.98,A
1030081207,1,1.0,1.0,0.9882865320902124,0.0,100.0,0.0,0.01,A
1030081208,1,1.6,1.0,1.6256640489096912,0.0,100.0,0.0,-0.03,A
1030081209,1,4.0,0.0,0.0,0.0,0.0,0.0,4.0,A
